time,RectFemL,VastusMedL,VastusLatL,TibAntL,HamMedL,HamLatL,GastroMedL,GastroLatL,RectFemR,VastusMedR,VastusLatR,TibAntR,HamMedR,HamLatR,GastroMedR,GastroLatR
6.74,-0.0946,0.01755,-0.08224,0.07095,-0.01678,-0.0441,-0.0145,-0.00351,-0.00443,-0.05127,-0.05768,-0.14221,-0.01694,-0.04852,0.00748,-0.0415
6.7405,-0.08331,0.02747,-0.09125,0.10941,-0.01816,-0.04562,-0.01389,-0.00305,0.00595,-0.04318,-0.08301,-0.05707,-0.01678,-0.04074,0.00885,-0.04059
6.741,-0.06546,0.03174,-0.08987,0.14679,-0.01892,-0.047,-0.01419,-0.00366,0.01419,-0.03174,-0.10117,0.0528,-0.01648,-0.0354,0.00931,-0.04135
6.7415,-0.05417,0.02518,-0.07919,0.16418,-0.01968,-0.04745,-0.01434,-0.0032,0.0145,-0.01953,-0.11292,0.10818,-0.01572,-0.03143,0.00961,-0.04257
6.742,-0.04837,0.01038,-0.06348,0.14236,-0.02029,-0.04623,-0.01419,-0.00229,0.00961,-0.00778,-0.11978,0.10147,-0.01633,-0.02747,0.00824,-0.04257
6.7425,-0.0386,-0.00641,-0.04227,0.08453,-0.01984,-0.0441,-0.01389,-0.00092,0.00397,-0.00061,-0.11551,0.07507,-0.01816,-0.02411,0.009,-0.04333
6.743,-0.02457,-0.0209,-0.01877,0.01007,-0.01892,-0.04242,-0.01358,0.00015,0.00244,0.00183,-0.09567,0.05539,-0.02029,-0.02075,0.01007,-0.0441
6.7435,-0.01389,-0.03082,0.00061,-0.06317,-0.0206,-0.04135,-0.01266,0.00076,0.00351,0.00214,-0.0708,0.04501,-0.02167,-0.01938,0.01083,-0.0441
6.744,-0.00885,-0.0386,0.01129,-0.11978,-0.02335,-0.04272,-0.01251,0.00076,0.00443,0.00198,-0.05173,0.04364,-0.02213,-0.01892,0.01068,-0.04257
6.7445,-0.00641,-0.04684,0.01663,-0.13611,-0.0264,-0.04364,-0.01328,-0.00061,0.00412,0.00061,-0.03647,0.05127,-0.02274,-0.01862,0.01007,-0.04166
6.745,-0.00229,-0.05783,0.01862,-0.10056,-0.02853,-0.04364,-0.01389,-0.0032,0.00381,-0.0029,-0.01938,0.056,-0.02487,-0.01663,0.01038,-0.04181
6.7455,0.00305,-0.06744,0.01801,-0.04227,-0.02884,-0.04349,-0.01328,-0.00412,0.00443,-0.00839,-0.00061,0.04654,-0.02625,-0.01328,0.01129,-0.04242
6.746,0.00839,-0.07172,0.01572,-0.01877,-0.02823,-0.0444,-0.01297,-0.00366,0.00427,-0.01312,0.01404,0.02869,-0.02731,-0.01038,0.0119,-0.04318
6.7465,0.01343,-0.07263,0.01297,-0.05402,-0.0293,-0.04623,-0.01312,-0.00214,0.00061,-0.01602,0.0264,0.01358,-0.02975,-0.00824,0.01129,-0.04364
6.747,0.01663,-0.07141,0.0116,-0.12024,-0.02945,-0.04639,-0.01297,-0.00229,-0.00214,-0.01755,0.03845,0.00717,-0.0325,-0.00671,0.01007,-0.04257
6.7475,0.01892,-0.0708,0.01144,-0.16953,-0.02945,-0.04562,-0.0116,-0.00351,0.00046,-0.01801,0.05005,0.00443,-0.0354,-0.00534,0.00992,-0.04303
6.748,0.0209,-0.06943,0.01236,-0.17776,-0.03098,-0.04501,-0.01083,-0.0029,0.0058,-0.01831,0.06165,0.00198,-0.03693,-0.00305,0.01129,-0.04333
6.7485,0.02548,-0.06805,0.01373,-0.15305,-0.03265,-0.04517,-0.01144,-0.00305,0.00809,-0.01633,0.07172,0.00061,-0.0383,-0.00153,0.01205,-0.04196
6.749,0.03098,-0.06973,0.01755,-0.12131,-0.03433,-0.04623,-0.0119,-0.00259,0.00305,-0.01526,0.08011,0.0029,-0.03998,-0.00061,0.01175,-0.03922
6.7495,0.03586,-0.07156,0.02518,-0.10162,-0.03494,-0.047,-0.01099,-0.00259,-0.00244,-0.01968,0.08713,0.00931,-0.04227,0.00137,0.01297,-0.03647
6.75,0.03891,-0.07034,0.03052,-0.0943,-0.03571,-0.04684,-0.01099,-0.0029,-0.00336,-0.02838,0.09567,0.01389,-0.04257,0.0029,0.01495,-0.03448
6.7505,0.0415,-0.06424,0.02258,-0.09369,-0.0383,-0.04654,-0.01236,-0.00458,0.0,-0.03601,0.10529,0.0145,-0.04288,0.00381,0.01602,-0.03448
6.751,0.04333,-0.05844,-0.00015,-0.09872,-0.04181,-0.04822,-0.01404,-0.00504,-0.00061,-0.03494,0.11917,0.0116,-0.04303,0.0032,0.01587,-0.0351
6.7515,0.0444,-0.05951,-0.01816,-0.10605,-0.0441,-0.04913,-0.01389,-0.00473,-0.00549,-0.03708,0.13657,0.0087,-0.04318,0.00366,0.01434,-0.03708
6.752,0.0441,-0.07355,-0.01862,-0.10971,-0.0444,-0.0499,-0.01328,-0.00427,-0.00702,-0.05264,0.15442,0.00809,-0.0441,0.00504,0.01312,-0.03845
6.7525,0.04135,-0.09979,-0.01312,-0.10223,-0.04288,-0.04852,-0.01328,-0.00488,-0.00153,-0.07797,0.16632,0.00671,-0.04547,0.00702,0.01297,-0.03876
6.753,0.03738,-0.12573,-0.02075,-0.08499,-0.03952,-0.047,-0.01266,-0.00504,0.00061,-0.0972,0.16953,0.00427,-0.04639,0.00687,0.01312,-0.03983
6.7535,0.03433,-0.1358,-0.04669,-0.06424,-0.03464,-0.04684,-0.0116,-0.00473,-0.01083,-0.10864,0.16602,0.00137,-0.04639,0.00626,0.01129,-0.04242
6.754,0.03159,-0.13229,-0.08102,-0.04532,-0.03067,-0.04791,-0.01114,-0.00443,-0.03113,-0.12741,0.16129,-0.00061,-0.04578,0.00458,0.00885,-0.04684
6.7545,0.02701,-0.12726,-0.09338,-0.03326,-0.03098,-0.04883,-0.01068,-0.00534,-0.0473,-0.15289,0.15961,-0.00137,-0.04486,0.00427,0.0061,-0.05142
6.755,0.02121,-0.11993,-0.06744,-0.02563,-0.03296,-0.05142,-0.01083,-0.0058,-0.05554,-0.16739,0.16083,-0.00122,-0.04456,0.00381,0.00671,-0.05539
6.7555,0.01556,-0.10071,-0.01755,-0.01953,-0.03525,-0.05371,-0.01099,-0.00458,-0.06241,-0.15991,0.15625,0.00015,-0.04486,0.00519,0.00732,-0.05402
6.756,0.01236,-0.07629,0.01862,-0.01175,-0.03403,-0.05737,-0.0116,-0.0032,-0.07156,-0.1326,0.13885,0.00656,-0.04395,0.00504,0.00763,-0.04852
6.7565,0.01053,-0.05859,0.02274,0.00031,-0.03326,-0.05875,-0.01205,-0.00305,-0.07843,-0.08652,0.1091,0.02228,-0.04333,0.00351,0.00854,-0.04349
6.757,0.01022,-0.04562,0.0119,0.01511,-0.03677,-0.05859,-0.0119,-0.0032,-0.07904,-0.01984,0.0766,0.05096,-0.04242,-0.00092,0.00977,-0.04135
6.7575,0.01053,-0.02808,0.00107,0.02457,-0.04257,-0.05798,-0.0116,-0.00443,-0.07446,0.05615,0.04837,0.08743,-0.04181,-0.00549,0.01129,-0.04105
6.758,0.01312,-0.01053,-0.00595,0.01877,-0.04639,-0.05768,-0.01312,-0.0061,-0.07095,0.1236,0.02686,0.10925,-0.0412,-0.01007,0.01282,-0.03922
