time,RectFemL,VastusMedL,VastusLatL,TibAntL,HamMedL,HamLatL,GastroMedL,GastroLatL,RectFemR,VastusMedR,VastusLatR,TibAntR,HamMedR,HamLatR,GastroMedR,GastroLatR
4.53,-0.02411,0.02319,-0.05203,-0.00519,-0.0679,-0.04486,-0.01862,0.00473,0.01282,-0.03326,-0.0798,0.11673,-0.05402,-0.01602,0.01038,0.03601
4.5305,-0.0177,0.03799,-0.07431,-0.00534,-0.06363,-0.04227,-0.01938,0.00885,0.01297,-0.03159,-0.0769,0.13321,-0.04974,-0.01404,0.00397,-0.03922
4.531,-0.01541,0.04776,-0.07736,-0.00534,-0.05173,-0.04333,-0.01999,0.00977,0.00916,-0.03113,-0.07004,0.11307,-0.03418,-0.01434,-0.00061,-0.06485
4.5315,-0.01633,0.04776,-0.06256,-0.00488,-0.03448,-0.04593,-0.01892,0.00916,0.00031,-0.02731,-0.05997,0.0679,-0.00977,-0.01755,-0.00168,-0.05737
4.532,-0.01877,0.04013,-0.04257,-0.00549,-0.01419,-0.04761,-0.01572,0.00961,-0.01114,-0.02472,-0.04974,0.01999,0.0209,-0.01984,0.00107,-0.05142
4.5325,-0.0209,0.02869,-0.02747,-0.00702,0.00946,-0.04669,-0.01282,0.0206,-0.02396,-0.02716,-0.03769,-0.02029,0.04761,-0.02075,0.00458,-0.05219
4.533,-0.02121,0.01801,-0.02136,-0.00885,0.04028,-0.04227,-0.0116,0.05234,-0.03616,-0.03281,-0.02075,-0.05371,0.04227,-0.02151,0.00443,-0.0528
4.5335,-0.02014,0.00732,-0.01907,-0.00824,0.0621,-0.03998,-0.01221,0.09003,-0.04578,-0.03952,-0.00305,-0.07523,-0.01678,-0.0206,0.00076,-0.05264
4.534,-0.01953,-0.00778,-0.01892,-0.00809,0.06027,-0.04089,-0.01312,0.09735,-0.04913,-0.04227,0.0058,-0.07477,-0.1088,-0.01846,-0.00183,-0.05569
4.5345,-0.02075,-0.02777,-0.01907,-0.00931,0.03006,-0.04395,-0.01358,0.05463,-0.04761,-0.04395,0.00443,-0.04913,-0.16632,-0.01755,-0.00137,-0.05936
4.535,-0.02396,-0.04745,-0.0148,-0.01328,-0.02136,-0.04791,-0.01312,-0.01648,-0.04333,-0.04471,-0.00137,-0.0119,-0.14191,-0.01892,0.00031,-0.05966
4.5355,-0.0293,-0.05966,-0.00854,-0.01648,-0.0824,-0.05081,-0.01221,-0.07904,-0.03906,-0.04501,-0.00687,0.02625,-0.06485,-0.02075,0.0032,-0.056
4.536,-0.03342,-0.06348,-0.00854,-0.01785,-0.13351,-0.0531,-0.01144,-0.11353,-0.03616,-0.04181,-0.01053,0.06058,0.00092,-0.02075,0.00488,-0.05203
4.5365,-0.03387,-0.06088,-0.02121,-0.01831,-0.14633,-0.05371,-0.01129,-0.11642,-0.03281,-0.03616,-0.01236,0.08179,0.02396,-0.01862,0.00549,-0.04761
4.537,-0.03098,-0.05737,-0.04074,-0.01953,-0.11154,-0.0528,-0.00977,-0.09094,-0.02945,-0.02853,-0.01175,0.06973,0.0148,-0.01465,0.00687,-0.04013
4.5375,-0.02823,-0.05661,-0.05386,-0.02121,-0.05341,-0.05066,-0.00977,-0.04807,-0.02426,-0.02197,-0.00839,0.02853,-0.0148,-0.01282,0.00793,-0.02716
4.538,-0.02777,-0.05463,-0.05234,-0.02167,-0.01816,-0.04913,-0.01007,-0.01144,-0.01862,-0.01694,-0.00534,-0.00763,-0.056,-0.01404,0.00946,-0.01251
4.5385,-0.02716,-0.04837,-0.04395,-0.02151,-0.02228,-0.04929,-0.01221,-0.00137,-0.01266,-0.01434,-0.00366,-0.01312,-0.08591,-0.01663,0.01007,-0.00046
4.539,-0.02609,-0.0412,-0.03799,-0.02029,-0.04532,-0.0531,-0.01587,-0.00992,-0.00931,-0.01511,-0.00443,-0.00351,-0.08408,-0.01953,0.01053,0.00504
4.5395,-0.02487,-0.03662,-0.03677,-0.01892,-0.05417,-0.05463,-0.01663,-0.01617,-0.00824,-0.01999,-0.00732,-0.01099,-0.05951,-0.01984,0.01129,0.00076
4.54,-0.02579,-0.03448,-0.03677,-0.01541,-0.03967,-0.05325,-0.01434,-0.00992,-0.00824,-0.02899,-0.00824,-0.0354,-0.03601,-0.01678,0.01129,-0.01312
4.5405,-0.02762,-0.03235,-0.03479,-0.01297,-0.02121,-0.05066,-0.0119,0.00366,-0.00763,-0.03571,-0.00702,-0.05173,-0.02777,-0.0148,0.01114,-0.03387
4.541,-0.03021,-0.03174,-0.0296,-0.01022,-0.01495,-0.04776,-0.01129,0.01526,-0.00763,-0.03708,-0.00488,-0.04852,-0.02609,-0.01434,0.01236,-0.05875
4.5415,-0.03387,-0.03189,-0.02548,-0.00885,-0.01236,-0.047,-0.01282,0.02319,-0.00931,-0.03784,-0.00366,-0.03479,-0.01892,-0.01541,0.0148,-0.08438
4.542,-0.03586,-0.03586,-0.02411,-0.00916,-0.00214,-0.04761,-0.0145,0.0267,-0.01328,-0.04303,-0.00534,-0.02136,-0.00626,-0.01709,0.01617,-0.10727
4.5425,-0.03708,-0.04105,-0.02594,-0.01038,0.01114,-0.04822,-0.0145,0.02518,-0.0174,-0.05127,-0.00809,-0.00885,-0.00107,-0.0177,0.01495,-0.1207
