time,RectFemL,VastusMedL,VastusLatL,TibAntL,HamMedL,HamLatL,GastroMedL,GastroLatL,RectFemR,VastusMedR,VastusLatR,TibAntR,HamMedR,HamLatR,GastroMedR,GastroLatR
3.49,-0.01556,-0.09201,-0.08163,-0.07339,-0.01846,-0.04181,-0.01343,-0.00305,-0.04578,-0.09445,0.0972,0.05783,-0.0322,-0.02365,0.0058,-0.04425
3.4905,-0.00427,-0.08286,-0.12802,-0.10406,-0.01862,-0.03983,-0.01129,-0.00092,-0.04089,-0.12665,0.07065,0.05768,-0.03036,-0.0209,0.00687,-0.04242
3.491,0.00656,-0.06683,-0.17349,-0.04395,-0.01953,-0.03952,-0.01099,0.00137,-0.03265,-0.13046,0.03845,0.07751,-0.02808,-0.01923,0.00885,-0.0415
3.4915,0.01556,-0.04791,-0.20569,0.08835,-0.01923,-0.03998,-0.01251,0.00168,-0.02625,-0.10437,0.00824,0.06607,-0.0267,-0.01663,0.0116,-0.03845
3.492,0.0206,-0.03052,-0.21805,0.19379,-0.01923,-0.04074,-0.01511,-0.00107,-0.0235,-0.06714,-0.01617,0.01862,-0.02655,-0.01389,0.01312,-0.03464
3.4925,0.02182,-0.01678,-0.21317,0.16724,-0.01907,-0.04166,-0.01755,-0.00488,-0.01999,-0.03769,-0.03006,-0.009,-0.02716,-0.01251,0.01343,-0.03342
3.493,0.02243,-0.00565,-0.18677,0.01083,-0.02045,-0.04257,-0.01846,-0.00687,-0.0119,-0.02167,-0.03326,0.02304,-0.02792,-0.01251,0.01251,-0.03525
3.4935,0.02319,0.00031,-0.11902,-0.159,-0.02213,-0.04425,-0.01785,-0.00641,-0.00214,-0.02411,-0.02975,0.07736,-0.02777,-0.01282,0.0116,-0.03769
3.494,0.02274,-0.00046,0.0058,-0.23743,-0.02472,-0.04456,-0.01511,-0.00473,0.00427,-0.05096,-0.0235,0.07751,-0.02792,-0.01236,0.01144,-0.03937
3.4945,0.02045,-0.00549,0.14938,-0.25543,-0.0267,-0.04395,-0.01312,-0.0029,0.00519,-0.0946,-0.01709,0.00336,-0.02853,-0.01129,0.01022,-0.04074
3.495,0.01801,-0.0087,0.224,-0.30716,-0.02609,-0.0441,-0.01099,-0.00046,0.00336,-0.11932,-0.01266,-0.09079,-0.02975,-0.01099,0.00687,-0.04196
3.4955,0.01678,-0.00763,0.16891,-0.34912,-0.02686,-0.04456,-0.01099,0.00229,-0.00259,-0.09735,-0.01556,-0.14648,-0.03098,-0.01144,0.00565,-0.04333
3.496,0.01877,-0.0058,0.01648,-0.23041,-0.02853,-0.04547,-0.01251,0.00381,-0.01022,-0.04684,-0.02396,-0.14893,-0.03143,-0.01236,0.00656,-0.04288
3.4965,0.02289,-0.00534,-0.14313,0.03922,-0.03082,-0.04517,-0.01373,0.00381,-0.01526,-0.00824,-0.02945,-0.11292,-0.03265,-0.01205,0.00839,-0.04227
3.497,0.02884,-0.00488,-0.2417,0.23514,-0.03174,-0.04532,-0.01526,0.00061,-0.01572,-0.00137,-0.02747,-0.06897,-0.03326,-0.01312,0.00793,-0.04242
3.4975,0.03464,-0.00412,-0.2742,0.20889,-0.03296,-0.04593,-0.01556,-0.00458,-0.0145,-0.00931,-0.02136,-0.0415,-0.03235,-0.01541,0.00656,-0.04272
3.498,0.03799,-0.00488,-0.2626,0.04822,-0.03494,-0.04974,-0.01434,-0.00793,-0.01724,-0.01022,-0.01678,-0.01785,-0.03189,-0.01907,0.00671,-0.04211
3.4985,0.03586,-0.00977,-0.22858,-0.07599,-0.03494,-0.05219,-0.01328,-0.00656,-0.02304,0.00183,-0.01709,0.04669,-0.03235,-0.0206,0.0087,-0.04028
3.499,0.02884,-0.01801,-0.18509,-0.09262,-0.03464,-0.05157,-0.01328,-0.00259,-0.02625,0.02121,-0.01984,0.16113,-0.03372,-0.01877,0.00961,-0.04044
3.4995,0.02319,-0.02335,-0.14114,-0.02319,-0.03311,-0.04929,-0.01404,-0.00137,-0.02319,0.04501,-0.0235,0.25833,-0.03296,-0.01633,0.00824,-0.04196
3.5,0.02182,-0.02426,-0.0943,0.0795,-0.03067,-0.0473,-0.01434,-0.00244,-0.01648,0.07248,-0.02228,0.2626,-0.03113,-0.01511,0.00595,-0.04395
3.5005,0.02121,-0.02243,-0.03387,0.17471,-0.03067,-0.04745,-0.01541,-0.00366,-0.00961,0.09613,-0.00992,0.18478,-0.03052,-0.01541,0.00565,-0.04593
3.501,0.0145,-0.02167,0.03448,0.24841,-0.03265,-0.04913,-0.01648,-0.0032,-0.00214,0.10788,0.01297,0.09674,-0.03174,-0.01465,0.00687,-0.04669
3.5015,0.00244,-0.02167,0.07172,0.31189,-0.03571,-0.0499,-0.01602,-0.00198,0.0032,0.09857,0.03616,0.03311,-0.0325,-0.01511,0.00885,-0.04593
3.502,-0.00687,-0.02289,0.04486,0.36865,-0.03769,-0.04822,-0.01389,-0.00015,0.00443,0.07401,0.05051,-0.0267,-0.03281,-0.01556,0.00778,-0.04471
3.5025,-0.00778,-0.02075,-0.02792,0.41656,-0.03799,-0.04639,-0.01068,0.00244,0.00336,0.04913,0.05524,-0.09491,-0.03189,-0.01526,0.00778,-0.04364
3.503,-0.00229,-0.01251,-0.09735,0.43335,-0.03891,-0.04578,-0.00885,0.00488,0.00183,0.03494,0.04822,-0.14511,-0.03082,-0.01495,0.00885,-0.04318
3.5035,0.00351,-0.00259,-0.12726,0.35248,-0.03906,-0.04578,-0.00961,0.00458,-0.00046,0.02243,0.02731,-0.15457,-0.03159,-0.01694,0.01007,-0.04349
3.504,0.00565,0.00198,-0.11322,0.13611,-0.0383,-0.04593,-0.01328,0.00092,-0.0061,-0.00076,-0.01022,-0.14145,-0.03265,-0.02106,0.01022,-0.04471
3.5045,0.00473,-0.00229,-0.07065,-0.12375,-0.03769,-0.04608,-0.01724,-0.00214,-0.01389,-0.03357,-0.06424,-0.1358,-0.03464,-0.0238,0.00977,-0.04593
3.505,0.00015,-0.01419,-0.02625,-0.27649,-0.03983,-0.04868,-0.01999,-0.00427,-0.02014,-0.05814,-0.13855,-0.13428,-0.03616,-0.02319,0.00854,-0.04623
3.5055,-0.00519,-0.03098,-0.0058,-0.271,-0.04242,-0.0499,-0.01862,-0.00534,-0.01968,-0.0676,-0.24017,-0.0972,-0.03571,-0.02213,0.00763,-0.04578
3.506,-0.0087,-0.047,-0.0119,-0.17685,-0.04333,-0.05035,-0.01404,-0.00458,-0.01602,-0.06821,-0.33966,0.0087,-0.03571,-0.02151,0.00641,-0.0441
3.5065,-0.00854,-0.05798,-0.02731,-0.08911,-0.04166,-0.05066,-0.01099,-0.0029,-0.01251,-0.06927,-0.37643,0.16617,-0.03525,-0.02075,0.00656,-0.04272
3.507,-0.00778,-0.0621,-0.03662,-0.08347,-0.03906,-0.05142,-0.01251,-0.00122,-0.0087,-0.07278,-0.32532,0.30746,-0.03525,-0.01968,0.00839,-0.04135
3.5075,-0.01144,-0.06165,-0.03632,-0.16541,-0.03662,-0.05249,-0.01678,-0.00275,-0.00397,-0.07599,-0.23499,0.36026,-0.03479,-0.01785,0.01007,-0.03998
3.508,-0.01892,-0.06073,-0.02747,-0.21866,-0.03464,-0.05264,-0.01938,-0.00641,-0.00214,-0.07843,-0.15457,0.30426,-0.03357,-0.01587,0.01129,-0.03799
3.5085,-0.02365,-0.06042,0.00015,-0.12131,-0.03418,-0.05325,-0.01877,-0.00778,-0.00626,-0.08087,-0.07645,0.19119,-0.03311,-0.01526,0.01129,-0.0383
3.509,-0.0174,-0.06149,0.05936,0.07843,-0.03464,-0.05325,-0.01526,-0.00488,-0.01389,-0.08072,0.02487,0.09872,-0.03342,-0.01663,0.01205,-0.04074
