time,RectFemL,VastusMedL,VastusLatL,TibAntL,HamMedL,HamLatL,GastroMedL,GastroLatL,RectFemR,VastusMedR,VastusLatR,TibAntR,HamMedR,HamLatR,GastroMedR,GastroLatR
9.22,-0.00397,-0.03952,-0.03143,-0.00839,-0.03693,-0.03891,0.08514,-0.00809,-0.01358,-0.02274,0.13504,-0.00336,-0.01038,-0.02426,0.0145,-0.03754
9.2205,-0.00519,-0.03983,-0.03204,-0.0061,-0.03174,-0.03769,0.06363,-0.0029,-0.01099,-0.02472,0.09491,0.00153,-0.00565,-0.01678,0.01373,-0.03571
9.221,-0.00595,-0.04013,-0.03189,-0.00702,-0.02594,-0.03891,0.03647,-0.00137,-0.00763,-0.02441,0.07401,-0.00565,-0.00549,-0.01022,0.01205,-0.03616
9.2215,-0.00534,-0.03998,-0.03174,-0.009,-0.02167,-0.04257,0.01877,0.00137,-0.0058,-0.02335,0.065,-0.01587,-0.0087,-0.01038,0.01083,-0.03769
9.222,-0.00443,-0.04044,-0.03204,-0.00946,-0.02045,-0.04745,0.01312,0.0058,-0.00717,-0.02106,0.04486,-0.00916,-0.01114,-0.01389,0.01144,-0.03754
9.2225,-0.00443,-0.03952,-0.03296,-0.01022,-0.02182,-0.04944,0.00763,0.00793,-0.00977,-0.02121,-0.00076,0.02441,-0.01297,-0.01648,0.01236,-0.03632
9.223,-0.00351,-0.03937,-0.03265,-0.01205,-0.02289,-0.047,-0.0058,0.00671,-0.01007,-0.02197,-0.06699,0.06714,-0.01389,-0.01648,0.01251,-0.03296
9.2235,-0.00412,-0.0412,-0.03128,-0.01389,-0.02213,-0.0444,-0.02243,0.00549,-0.00763,-0.02121,-0.12466,0.09293,-0.01831,-0.01831,0.01312,-0.02884
9.224,-0.00443,-0.04196,-0.03098,-0.01495,-0.0209,-0.04349,-0.03372,0.00687,-0.00732,-0.01907,-0.14786,0.08316,-0.02792,-0.02441,0.01404,-0.02502
9.2245,-0.00458,-0.04166,-0.03204,-0.0148,-0.01907,-0.04623,-0.03799,0.00977,-0.00885,-0.01556,-0.14343,0.03983,-0.03662,-0.03418,0.0148,-0.01999
9.225,-0.00443,-0.03937,-0.03235,-0.01434,-0.01785,-0.05051,-0.04501,0.01053,-0.01114,-0.01236,-0.15381,-0.02655,-0.03738,-0.04684,0.01541,-0.01801
9.2255,-0.00427,-0.0383,-0.0322,-0.01434,-0.0148,-0.05249,-0.06699,0.00778,-0.01266,-0.01053,-0.20172,-0.09857,-0.0322,-0.06393,0.01663,-0.01923
9.226,-0.00504,-0.03937,-0.03235,-0.01495,-0.01419,-0.05005,-0.11139,0.00198,-0.0145,-0.00824,-0.26825,-0.1506,-0.02899,-0.08545,0.01572,-0.02121
9.2265,-0.00565,-0.04135,-0.0322,-0.01282,-0.01221,-0.04349,-0.16235,-0.00458,-0.01678,-0.00809,-0.32104,-0.15442,-0.03159,-0.1001,0.01465,-0.02151
9.227,-0.00427,-0.04181,-0.03265,-0.00778,-0.01465,-0.03876,-0.1918,-0.00885,-0.01862,-0.00748,-0.34714,-0.10208,-0.03662,-0.09293,0.01465,-0.02151
9.2275,-0.00427,-0.04059,-0.03265,-0.00275,-0.01709,-0.03754,-0.17731,-0.00961,-0.02151,-0.00671,-0.35431,-0.02029,-0.03662,-0.06546,0.01465,-0.02228
9.228,-0.00305,-0.03952,-0.03342,-0.00122,-0.01968,-0.04044,-0.12299,-0.01114,-0.02319,-0.00488,-0.34958,0.0412,-0.03326,-0.03235,0.01266,-0.02319
9.2285,-0.00229,-0.03845,-0.0325,-0.00198,-0.02609,-0.04242,-0.05447,-0.01633,-0.02304,-0.0029,-0.33859,0.04501,-0.03052,-0.00916,0.01099,-0.02426
9.229,-0.00244,-0.03937,-0.03235,-0.0029,-0.03616,-0.04181,0.00702,-0.02411,-0.02335,-0.00244,-0.33203,0.00076,-0.02991,0.00153,0.00946,-0.02365
9.2295,-0.00229,-0.04074,-0.0322,-0.00336,-0.0441,-0.04028,0.05814,-0.02823,-0.02731,-0.00473,-0.35538,-0.04013,-0.02563,-0.00046,0.00824,-0.02365
9.23,-0.00229,-0.04166,-0.03174,-0.00488,-0.04471,-0.04013,0.1033,-0.02594,-0.03265,-0.0058,-0.42465,-0.04181,-0.01221,-0.01511,0.00732,-0.02548
9.2305,-0.00259,-0.04135,-0.0322,-0.00687,-0.04242,-0.04028,0.13458,-0.01694,-0.03387,-0.00473,-0.52231,-0.01373,0.01663,-0.03418,0.00671,-0.02518
9.231,-0.00305,-0.04135,-0.03143,-0.00824,-0.03738,-0.03906,0.14267,-0.00778,-0.03036,-0.00168,-0.60883,0.01099,0.04974,-0.03769,0.00732,-0.02258
9.2315,-0.00214,-0.04318,-0.03067,-0.00824,-0.03952,-0.03769,0.12482,0.00015,-0.02457,-0.00198,-0.66498,0.01785,0.06561,-0.01785,0.00992,-0.01984
9.232,-0.00107,-0.04486,-0.03006,-0.00824,-0.03769,-0.03784,0.08804,0.00259,-0.02151,-0.00259,-0.69489,0.01312,0.05005,0.0119,0.01068,-0.01938
9.2325,-0.00122,-0.04395,-0.02975,-0.00824,-0.03754,-0.03952,0.04044,-0.00168,-0.02167,-0.00488,-0.71533,0.00824,0.01205,0.03601,0.00992,-0.02075
