time,RectFemL,VastusMedL,VastusLatL,TibAntL,HamMedL,HamLatL,GastroMedL,GastroLatL,RectFemR,VastusMedR,VastusLatR,TibAntR,HamMedR,HamLatR,GastroMedR,GastroLatR
6.6,0.00473,-0.04181,-0.02441,-0.13809,-0.02747,-0.03265,-0.01038,-0.00809,-0.01297,-0.0975,0.0563,-0.02121,-0.02792,-0.01694,0.00687,-0.04196
6.6005,-0.00351,-0.09354,-0.04379,-0.12375,-0.02823,-0.03143,-0.00885,-0.00626,-0.01114,-0.10513,0.08743,-0.05463,-0.02853,-0.01312,0.00748,-0.04333
6.601,-0.01511,-0.15884,-0.04517,-0.08423,-0.0293,-0.03006,-0.01022,-0.00336,-0.01404,-0.08774,0.12405,-0.08255,-0.02914,-0.01205,0.00763,-0.04486
6.6015,-0.02075,-0.21774,-0.01556,-0.02808,-0.02884,-0.03098,-0.01129,0.00031,-0.02228,-0.06119,0.14389,-0.08591,-0.02731,-0.01343,0.00748,-0.04608
6.602,-0.02304,-0.24384,0.04898,0.03372,-0.02792,-0.03418,-0.01129,0.00259,-0.03494,-0.03632,0.13397,-0.06226,-0.02609,-0.01541,0.00626,-0.04822
6.6025,-0.0322,-0.22385,0.12756,0.06989,-0.02777,-0.03784,-0.0116,0.00092,-0.04944,-0.01984,0.10941,-0.02914,-0.02701,-0.01755,0.00443,-0.04837
6.603,-0.0441,-0.17014,0.18646,0.0531,-0.02853,-0.04044,-0.01358,-0.00275,-0.06393,-0.009,0.09323,-0.00137,-0.02884,-0.01877,0.00504,-0.04684
6.6035,-0.05325,-0.10681,0.19989,0.00076,-0.02991,-0.04105,-0.01587,-0.00443,-0.07858,-0.00259,0.08865,0.02014,-0.03006,-0.01984,0.00702,-0.04532
6.604,-0.05814,-0.04333,0.17578,-0.03967,-0.0293,-0.04074,-0.01633,-0.0029,-0.09003,0.00381,0.08408,0.03693,-0.03036,-0.02197,0.00839,-0.04547
6.6045,-0.06287,0.02411,0.13306,-0.047,-0.02838,-0.03983,-0.01556,0.00046,-0.08636,0.00687,0.0795,0.04593,-0.03113,-0.02396,0.00885,-0.04608
6.605,-0.06943,0.09811,0.09293,-0.0206,-0.02731,-0.04013,-0.01495,0.00473,-0.06119,0.00336,0.07751,0.04745,-0.03235,-0.02457,0.01099,-0.04623
6.6055,-0.07416,0.15854,0.06638,0.05081,-0.02838,-0.04227,-0.0145,0.0061,-0.02579,-0.00565,0.07172,0.04822,-0.03265,-0.02457,0.01099,-0.04532
6.606,-0.07278,0.17899,0.05524,0.15091,-0.03281,-0.04501,-0.01495,0.00473,0.00076,-0.0148,0.04715,0.05142,-0.03342,-0.02396,0.00854,-0.04425
