time,RectFemL,VastusMedL,VastusLatL,TibAntL,HamMedL,HamLatL,GastroMedL,GastroLatL,RectFemR,VastusMedR,VastusLatR,TibAntR,HamMedR,HamLatR,GastroMedR,GastroLatR
4.7,0.10483,-0.13855,-0.07782,0.47028,-0.04791,-0.05295,-0.00259,0.00397,0.08316,-0.12741,-0.05844,-0.00687,-0.03174,-0.04501,0.01007,-0.04059
4.7005,0.13321,-0.14313,-0.04654,0.39673,-0.0502,-0.05676,-0.00397,0.0032,0.09064,-0.10071,-0.04242,0.04791,-0.0296,-0.0322,0.00885,-0.04105
4.701,0.16144,-0.14511,-0.00259,0.22003,-0.04852,-0.06195,-0.00565,0.00443,0.08789,-0.07339,-0.03189,0.12314,-0.02884,-0.02045,0.00717,-0.04196
4.7015,0.17685,-0.1442,0.05341,0.04852,-0.04593,-0.06699,-0.00732,0.00565,0.08026,-0.05142,-0.02441,0.1413,-0.02823,-0.0145,0.00519,-0.04211
4.702,0.17822,-0.13855,0.1123,-0.04395,-0.0444,-0.07034,-0.00824,0.0029,0.06546,-0.03433,-0.009,0.08087,-0.02914,-0.01282,0.00549,-0.04242
4.7025,0.17532,-0.13123,0.16098,-0.06348,-0.04288,-0.07202,-0.01068,-0.00259,0.02625,-0.02274,0.01419,0.03632,-0.0325,-0.00992,0.00458,-0.04272
4.703,0.18005,-0.13077,0.19333,-0.06744,-0.04028,-0.06973,-0.01312,-0.00916,-0.04807,-0.01144,0.02777,0.09613,-0.03586,-0.00275,0.00671,-0.04257
4.7035,0.20462,-0.13916,0.20462,-0.09857,-0.0351,-0.06516,-0.01587,-0.01297,-0.13077,-0.00198,0.01801,0.21454,-0.03647,0.00458,0.00885,-0.04272
4.704,0.26337,-0.14832,0.18524,-0.1416,-0.02914,-0.05936,-0.01846,-0.01404,-0.17212,0.00183,-0.00397,0.25375,-0.03342,0.00366,0.01236,-0.04364
4.7045,0.36102,-0.14526,0.1413,-0.14893,-0.02548,-0.05447,-0.01923,-0.0116,-0.15656,-0.00397,-0.01862,0.15182,-0.02853,-0.00626,0.0145,-0.04303
4.705,0.46585,-0.13107,0.09308,-0.10727,-0.0267,-0.05096,-0.01724,-0.00793,-0.12222,-0.01297,-0.01587,-0.02945,-0.02502,-0.01907,0.01328,-0.04196
4.7055,0.52765,-0.11749,0.05707,-0.056,-0.03204,-0.04776,-0.01465,-0.00366,-0.10971,-0.02029,-0.00565,-0.1944,-0.02304,-0.02777,0.01129,-0.04059
4.706,0.53024,-0.11276,0.02136,-0.03403,-0.03784,-0.04715,-0.01266,-0.00092,-0.10696,-0.0267,-0.00397,-0.29068,-0.02075,-0.03082,0.01038,-0.03937
4.7065,0.50629,-0.11429,-0.04318,-0.03922,-0.03998,-0.0473,-0.01022,0.00076,-0.08087,-0.03662,-0.01877,-0.27832,-0.01816,-0.03235,0.01205,-0.03937
4.707,0.48431,-0.11414,-0.13626,-0.05219,-0.03769,-0.04745,-0.01022,0.00168,-0.03708,-0.05295,-0.03448,-0.12573,-0.01587,-0.03418,0.01205,-0.03891
