time,RectFemL,VastusMedL,VastusLatL,TibAntL,HamMedL,HamLatL,GastroMedL,GastroLatL,RectFemR,VastusMedR,VastusLatR,TibAntR,HamMedR,HamLatR,GastroMedR,GastroLatR
8.16,-0.02151,-0.02716,-0.05402,-0.00748,-0.03189,-0.04883,-0.01312,0.00443,-0.02289,-0.00595,-0.04074,-0.00977,-0.02808,-0.0119,0.00946,-0.01999
8.1605,-0.02518,-0.04272,-0.05463,-0.00565,-0.03036,-0.04868,-0.01007,0.00305,-0.02838,-0.00595,-0.04105,-0.00717,-0.01114,-0.01266,0.01007,-0.01923
8.161,-0.02411,-0.05295,-0.0592,-0.00412,-0.02899,-0.04898,-0.00946,-0.00366,-0.03265,-0.00748,-0.03586,-0.00519,-0.00519,-0.0119,0.0116,-0.01846
8.1615,-0.01816,-0.05737,-0.06744,-0.00443,-0.02747,-0.04868,-0.009,-0.00977,-0.03342,-0.01175,-0.02396,-0.00458,-0.00549,-0.01038,0.01038,-0.02014
8.162,-0.01083,-0.06073,-0.07309,-0.00641,-0.02625,-0.04745,-0.00626,-0.00885,-0.03387,-0.01694,-0.00854,-0.00549,-0.00702,-0.00946,0.00854,-0.02151
8.1625,-0.0058,-0.06592,-0.07309,-0.009,-0.02609,-0.04654,-0.0032,-0.00076,-0.03281,-0.02045,0.0087,-0.00687,-0.0116,-0.01099,0.00885,-0.02213
8.163,-0.00229,-0.07172,-0.06912,-0.01068,-0.0267,-0.04562,-0.00275,0.00473,-0.03036,-0.02014,0.02548,-0.00549,-0.01617,-0.0116,0.00534,-0.02182
8.1635,0.00214,-0.0737,-0.056,-0.0119,-0.02655,-0.0444,-0.00443,0.00214,-0.02853,-0.01801,0.0383,-0.00275,-0.02014,-0.01129,0.00443,-0.02045
8.164,0.00778,-0.0708,-0.03769,-0.01266,-0.02457,-0.04333,-0.00977,-0.00809,-0.02731,-0.01556,0.04669,-0.00183,-0.02289,-0.01114,0.00595,-0.01923
8.1645,0.01236,-0.06592,-0.01907,-0.01282,-0.02335,-0.04242,-0.01572,-0.01877,-0.02533,-0.01495,0.05081,-0.00183,-0.02914,-0.01236,0.0087,-0.01831
8.165,0.01282,-0.0592,-0.00092,-0.01068,-0.02487,-0.04105,-0.01984,-0.02808,-0.0235,-0.0145,0.05035,-0.00031,-0.03799,-0.01511,0.01053,-0.01907
8.1655,0.01129,-0.05249,0.01068,-0.00824,-0.02655,-0.03998,-0.02106,-0.03464,-0.02274,-0.01617,0.04654,0.00031,-0.04684,-0.01938,0.00916,-0.02197
8.166,0.00839,-0.04517,0.01602,-0.00687,-0.02747,-0.04074,-0.02151,-0.0354,-0.02335,-0.01831,0.04044,-0.00168,-0.05005,-0.02197,0.00412,-0.02487
8.1665,0.00702,-0.03906,0.01358,-0.00824,-0.02747,-0.04333,-0.02274,-0.03036,-0.02441,-0.01923,0.03296,-0.0029,-0.04807,-0.0238,0.00473,-0.02686
8.167,0.00671,-0.0351,0.01328,-0.00931,-0.02762,-0.04395,-0.02289,-0.02121,-0.02563,-0.01968,0.02365,-0.00214,-0.04517,-0.02426,0.00504,-0.02655
