time,RectFemL,VastusMedL,VastusLatL,TibAntL,HamMedL,HamLatL,GastroMedL,GastroLatL,RectFemR,VastusMedR,VastusLatR,TibAntR,HamMedR,HamLatR,GastroMedR,GastroLatR
6.59,-0.00626,-0.00778,-0.05829,0.03723,0.20828,-0.02914,-0.01663,-0.00305,-0.03113,-0.04425,-0.0589,0.54367,-0.04471,-0.03098,0.01831,0.17883
6.5905,-0.02197,0.00656,-0.03693,0.00839,0.17715,-0.03082,-0.01633,-0.00305,-0.03601,-0.03906,-0.05447,0.60989,-0.04517,-0.03418,0.01968,0.15228
6.591,-0.0383,0.01495,0.00565,-0.05829,0.10361,-0.03357,-0.01404,-0.00351,-0.03647,-0.03662,-0.03891,0.32379,-0.04593,-0.03571,0.01968,0.05966
6.5915,-0.05325,0.01495,0.05112,-0.12604,0.01953,-0.03601,-0.01129,-0.00412,-0.03723,-0.0412,-0.0238,-0.05417,-0.04654,-0.03403,0.01892,-0.01434
6.592,-0.06805,0.01022,0.06424,-0.13855,-0.04669,-0.04074,-0.00992,-0.0032,-0.04272,-0.05142,-0.02502,-0.20065,-0.04639,-0.03113,0.01404,-0.02457
6.5925,-0.08316,0.00397,0.03189,-0.06516,-0.07919,-0.04593,-0.01007,-0.00031,-0.05081,-0.06485,-0.04364,-0.08682,-0.04623,-0.02899,0.00397,-0.00351
6.593,-0.0946,-0.00137,-0.01602,0.05722,-0.09033,-0.05112,-0.01022,0.00397,-0.05661,-0.07843,-0.0618,0.04684,-0.04532,-0.02747,-0.01251,0.00549
6.5935,-0.09735,-0.00748,-0.04822,0.1564,-0.11551,-0.05508,-0.0087,0.00687,-0.05676,-0.09186,-0.05936,0.01923,-0.04242,-0.02502,-0.0296,0.00015
6.594,-0.09506,-0.01801,-0.06195,0.20203,-0.18997,-0.05997,-0.00687,0.00916,-0.05554,-0.10254,-0.03647,-0.09674,-0.03876,-0.02228,-0.03387,-0.00046
6.5945,-0.0975,-0.03616,-0.06699,0.2182,-0.29709,-0.06729,-0.00504,0.01221,-0.05524,-0.10849,-0.00778,-0.1178,-0.03387,-0.01694,-0.02228,0.00946
6.595,-0.11215,-0.05844,-0.06699,0.22522,-0.35309,-0.07492,-0.00504,0.01419,-0.05554,-0.10468,0.00671,-0.00275,-0.02945,-0.01022,-0.01785,0.01999
6.5955,-0.13596,-0.07797,-0.06561,0.2121,-0.30182,-0.08072,-0.00732,0.01297,-0.05219,-0.0882,0.00305,0.12863,-0.02487,-0.00351,-0.03906,0.02213
