time,RectFemL,VastusMedL,VastusLatL,TibAntL,HamMedL,HamLatL,GastroMedL,GastroLatL,RectFemR,VastusMedR,VastusLatR,TibAntR,HamMedR,HamLatR,GastroMedR,GastroLatR
4.0,0.1091,-0.00473,-0.07004,0.47684,-0.03296,-0.04684,-0.0235,-0.01175,-0.02106,0.03036,-0.0116,0.18341,-0.11154,-0.01572,0.00687,-0.04333
4.0005,0.1062,0.00031,-0.06714,0.83328,-0.03754,-0.04318,-0.02197,-0.01099,-0.01938,0.04822,-0.01587,0.00244,-0.12527,-0.01343,0.00549,-0.04639
4.001,0.09827,-0.00015,-0.06104,0.76599,-0.0386,-0.04059,-0.01968,-0.01144,-0.01404,0.06302,-0.01953,-0.12299,-0.10925,-0.01297,0.0032,-0.04761
4.0015,0.08926,-0.00336,-0.05234,0.39658,-0.0354,-0.0415,-0.01678,-0.01312,-0.00717,0.07507,-0.02014,-0.23056,-0.07675,-0.01343,0.0032,-0.04562
4.002,0.08148,-0.01007,-0.04318,0.04944,-0.03265,-0.04471,-0.01633,-0.01266,-0.00046,0.0853,-0.01984,-0.31372,-0.05081,-0.01541,0.0061,-0.04196
4.0025,0.07751,-0.01816,-0.0351,-0.09644,-0.03143,-0.04684,-0.01678,-0.01129,0.00473,0.09399,-0.0209,-0.31219,-0.0415,-0.01968,0.01007,-0.03998
4.003,0.07568,-0.02548,-0.02945,-0.09995,-0.03372,-0.04608,-0.01709,-0.00992,0.00839,0.09766,-0.02304,-0.19257,-0.0412,-0.02167,0.01114,-0.03952
4.0035,0.07202,-0.03464,-0.02731,-0.07782,-0.03479,-0.04547,-0.01678,-0.009,0.00946,0.09262,-0.02609,-0.03113,-0.04181,-0.02029,0.01205,-0.03799
4.004,0.06454,-0.04532,-0.0267,-0.06775,-0.03433,-0.04562,-0.01663,-0.00778,0.01022,0.0824,-0.02823,0.03693,-0.04013,-0.01755,0.01373,-0.03632
4.0045,0.05524,-0.05539,-0.02777,-0.05508,-0.03357,-0.04578,-0.01678,-0.00702,0.01114,0.06592,-0.03143,-0.01877,-0.03845,-0.01694,0.01343,-0.03555
4.005,0.0473,-0.06256,-0.02853,-0.03342,-0.03479,-0.04715,-0.01694,-0.00687,0.00916,0.04837,-0.03311,-0.08453,-0.03784,-0.01892,0.00977,-0.03983
4.0055,0.03998,-0.06607,-0.02823,-0.01938,-0.03693,-0.04852,-0.01617,-0.00748,0.00351,0.03174,-0.03555,-0.06409,-0.0383,-0.02213,0.00656,-0.04349
4.006,0.02991,-0.06485,-0.02838,-0.02182,-0.03784,-0.05112,-0.01678,-0.00824,0.00351,0.01709,-0.03693,0.00534,-0.0386,-0.02518,0.00641,-0.04425
4.0065,0.01831,-0.06149,-0.03204,-0.02411,-0.03708,-0.05173,-0.01755,-0.00854,0.02411,0.00137,-0.03738,0.04379,-0.03754,-0.02609,0.00687,-0.04211
4.007,0.00763,-0.05981,-0.03555,-0.00946,-0.03479,-0.05127,-0.01846,-0.0087,0.06424,-0.01892,-0.03601,0.0473,-0.03693,-0.02563,0.00595,-0.04089
4.0075,0.00061,-0.06226,-0.03738,0.01511,-0.0322,-0.05096,-0.01801,-0.00839,0.10162,-0.0412,-0.03464,0.05493,-0.03662,-0.02487,0.00381,-0.04166
4.008,-0.00534,-0.06851,-0.03754,0.03098,-0.03174,-0.05142,-0.01633,-0.00793,0.11032,-0.06317,-0.03647,0.05905,-0.03723,-0.02563,0.00412,-0.04059
4.0085,-0.0119,-0.07156,-0.04288,0.03159,-0.03265,-0.05142,-0.01587,-0.00717,0.08957,-0.08942,-0.03922,0.03983,-0.03601,-0.02762,0.0061,-0.03906
4.009,-0.01999,-0.06699,-0.0621,0.02151,-0.03448,-0.05173,-0.01541,-0.00549,0.05096,-0.11978,-0.03586,0.02579,-0.03464,-0.0267,0.00748,-0.03784
4.0095,-0.02594,-0.05417,-0.09644,0.00076,-0.03586,-0.05386,-0.01343,-0.00412,0.00061,-0.14221,-0.02594,0.04395,-0.03311,-0.02182,0.00793,-0.0386
4.01,-0.02792,-0.04242,-0.13077,-0.03754,-0.03723,-0.05615,-0.01099,-0.00305,-0.06714,-0.14206,-0.01602,0.05386,-0.03189,-0.01358,0.00687,-0.03952
4.0105,-0.02747,-0.03296,-0.14206,-0.08606,-0.03647,-0.05737,-0.00824,-0.00259,-0.14801,-0.11871,-0.01007,0.00778,-0.03204,-0.00824,0.00565,-0.03998
4.011,-0.02533,-0.0238,-0.12909,-0.12375,-0.03342,-0.05768,-0.00671,-0.00336,-0.21347,-0.08347,-0.00488,-0.06744,-0.03174,-0.00748,0.00549,-0.03983
4.0115,-0.02502,-0.01709,-0.1152,-0.14069,-0.03159,-0.05402,-0.00732,-0.00397,-0.23788,-0.05219,0.00412,-0.1123,-0.03082,-0.00854,0.00687,-0.03937
