time,RectFemL,VastusMedL,VastusLatL,TibAntL,HamMedL,HamLatL,GastroMedL,GastroLatL,RectFemR,VastusMedR,VastusLatR,TibAntR,HamMedR,HamLatR,GastroMedR,GastroLatR
5.64,-0.00397,-0.03723,-0.02777,-0.00793,-0.03128,-0.03159,0.00443,0.01053,-0.01602,-0.01831,-0.03983,-0.00656,-0.03006,-0.01663,0.00534,-0.0386
5.6405,-0.0032,-0.0354,-0.02762,-0.00671,-0.0296,-0.02167,-0.0209,0.01297,-0.01511,-0.01755,-0.04807,-0.00793,-0.02777,-0.01343,0.00732,-0.03616
5.641,-0.00046,-0.03448,-0.02777,-0.00702,-0.02914,-0.01572,-0.07187,0.01114,-0.01511,-0.01831,-0.05264,-0.00992,-0.02594,-0.0116,0.00885,-0.03464
5.6415,0.00168,-0.0351,-0.02823,-0.00885,-0.02991,-0.01755,-0.1178,0.00702,-0.01541,-0.0209,-0.05478,-0.01419,-0.0267,-0.01114,0.00946,-0.03387
5.642,0.00259,-0.03616,-0.02975,-0.01038,-0.03128,-0.02411,-0.11734,0.00259,-0.01587,-0.02335,-0.05829,-0.02014,-0.03006,-0.0119,0.00809,-0.0354
5.6425,0.00244,-0.03723,-0.03128,-0.01099,-0.03296,-0.03067,-0.07019,-0.00412,-0.01526,-0.02411,-0.06271,-0.0235,-0.03372,-0.01343,0.00702,-0.0383
5.643,0.00137,-0.03769,-0.03113,-0.01022,-0.03372,-0.03723,-0.01328,-0.01083,-0.01572,-0.02533,-0.06577,-0.01984,-0.03586,-0.01419,0.00778,-0.04044
5.6435,-0.00214,-0.03754,-0.03052,-0.00946,-0.03281,-0.04669,0.02319,-0.01343,-0.01694,-0.02518,-0.06302,-0.01053,-0.03479,-0.01389,0.00839,-0.04028
5.644,-0.00748,-0.03693,-0.03052,-0.00977,-0.0325,-0.05768,0.04013,-0.01038,-0.01801,-0.02487,-0.05203,0.00061,-0.03494,-0.01358,0.00992,-0.03983
5.6445,-0.01297,-0.03906,-0.03311,-0.01083,-0.03174,-0.06119,0.04791,-0.00488,-0.01663,-0.02365,-0.03143,0.00793,-0.03754,-0.01541,0.01053,-0.03983
5.645,-0.01495,-0.04074,-0.03632,-0.0116,-0.03143,-0.05585,0.05035,-0.00153,-0.01511,-0.02365,-0.00443,0.01251,-0.04135,-0.0177,0.01083,-0.04059
