time,RectFemL,VastusMedL,VastusLatL,TibAntL,HamMedL,HamLatL,GastroMedL,GastroLatL,RectFemR,VastusMedR,VastusLatR,TibAntR,HamMedR,HamLatR,GastroMedR,GastroLatR
7.98,0.00336,-0.02411,-0.26291,0.01038,-0.04349,-0.06454,-0.01617,0.01785,-0.78827,-0.00854,-0.00641,0.00183,-0.06516,-0.00778,0.05646,0.37369
7.9805,0.00809,-0.03769,-0.23285,0.01007,-0.04135,-0.05859,-0.0148,0.01205,-0.79956,-0.01038,-0.00565,0.00656,-0.07904,0.00763,-0.0946,0.31906
7.981,0.01678,-0.04105,-0.21103,0.01038,-0.03754,-0.04547,-0.01297,0.00656,-0.81009,-0.01205,-0.00839,0.0087,-0.09125,0.02838,-0.14297,0.33493
7.9815,0.02686,-0.03448,-0.19928,0.01022,-0.03387,-0.01846,-0.00977,0.00412,-0.81879,-0.01373,-0.01099,0.00809,-0.09903,0.0499,-0.11978,0.35004
7.982,0.03372,-0.02075,-0.16052,0.00717,-0.02884,0.01678,-0.00839,0.00168,-0.83054,-0.01495,-0.01328,0.00595,-0.10101,0.06348,-0.03998,0.28122
7.9825,0.03769,0.00015,-0.0708,0.0032,-0.02487,0.0441,-0.00809,-0.00504,-0.85159,-0.01648,-0.0145,0.0032,-0.09827,0.0705,0.08316,0.14725
7.983,0.03906,0.01999,0.02563,0.00107,-0.02304,0.05768,-0.01007,-0.0148,-0.87112,-0.02151,-0.01633,0.00259,-0.0914,0.07904,0.16159,0.02182
7.9835,0.04074,0.03281,0.05936,0.00351,-0.02182,0.06134,-0.01297,-0.01907,-0.8728,-0.02777,-0.01892,0.00397,-0.08118,0.09018,0.09232,-0.07874
7.984,0.04456,0.03845,0.02762,0.01053,-0.01907,0.06424,-0.01526,-0.01389,-0.86548,-0.03235,-0.0235,0.00519,-0.07294,0.09293,-0.12512,-0.17258
7.9845,0.04913,0.04105,-0.01816,0.01617,-0.01389,0.0679,-0.0148,-0.00458,-0.86502,-0.03265,-0.03204,0.00488,-0.06714,0.07904,-0.3891,-0.2417
7.985,0.0499,0.04044,-0.047,0.0148,-0.00717,0.07202,-0.0148,-0.00168,-0.86975,-0.02899,-0.04074,0.00259,-0.06516,0.05203,-0.58624,-0.24811
7.9855,0.04074,0.04074,-0.07706,0.00641,-0.00183,0.07248,-0.01526,-0.00839,-0.87326,-0.02686,-0.04761,0.00275,-0.06592,0.02075,-0.65765,-0.20416
7.986,0.02304,0.04501,-0.13367,-0.00305,0.00092,0.04547,-0.01709,-0.01999,-0.88425,-0.0267,-0.05173,0.00931,-0.06638,-0.00992,-0.61523,-0.16724
7.9865,0.00885,0.05035,-0.21606,-0.00961,0.00183,-0.03143,-0.01617,-0.02609,-0.91599,-0.03067,-0.04776,0.02548,-0.06516,-0.04227,-0.49438,-0.16586
