time,RectFemL,VastusMedL,VastusLatL,TibAntL,HamMedL,HamLatL,GastroMedL,GastroLatL,RectFemR,VastusMedR,VastusLatR,TibAntR,HamMedR,HamLatR,GastroMedR,GastroLatR
7.21,0.00366,-0.03738,-0.08072,-0.01221,-0.03021,-0.04883,-0.00473,-0.02975,0.72296,-0.01877,-0.05264,-0.00443,-0.04135,-0.01663,0.00671,-0.04501
7.2105,0.00687,-0.0322,-0.07507,-0.01266,-0.02975,-0.04807,-0.0444,-0.06287,0.6543,-0.01678,-0.04135,0.00305,-0.04257,-0.01678,0.00961,-0.04456
7.211,0.00946,-0.03235,-0.06531,-0.01068,-0.0293,-0.04745,-0.08957,-0.0444,0.56427,-0.0174,-0.02655,0.00351,-0.04303,-0.01602,0.01007,-0.04379
7.2115,0.00992,-0.03708,-0.04257,-0.01022,-0.03143,-0.04745,-0.10269,0.02502,0.4744,-0.01694,-0.0148,0.0029,-0.04364,-0.0148,0.00946,-0.04303
7.212,0.00793,-0.03967,-0.00336,-0.01053,-0.03281,-0.04791,-0.07797,0.11459,0.42191,-0.01526,-0.0058,0.00687,-0.04562,-0.0148,0.00854,-0.04105
7.2125,0.00458,-0.03769,0.03082,-0.01114,-0.03357,-0.04791,-0.04745,0.16083,0.41183,-0.01541,0.00076,0.01022,-0.04547,-0.01633,0.00992,-0.03952
7.213,0.00183,-0.03479,0.02853,-0.0119,-0.0322,-0.04807,-0.03159,0.13016,0.40527,-0.01678,0.00534,0.00351,-0.04532,-0.01709,0.01099,-0.0383
7.2135,0.00153,-0.03479,-0.00473,-0.01205,-0.03204,-0.04883,-0.01419,0.05585,0.37003,-0.01755,0.00595,-0.01221,-0.04303,-0.01678,0.01114,-0.03799
7.214,0.0029,-0.03906,-0.03723,-0.01266,-0.03464,-0.04807,0.01923,0.00122,0.31677,-0.01648,0.00198,-0.02609,-0.04181,-0.01633,0.01083,-0.03799
7.2145,0.00397,-0.0444,-0.04837,-0.01419,-0.03677,-0.04684,0.05585,-0.01389,0.25116,-0.01434,-0.00229,-0.02792,-0.04105,-0.01694,0.01099,-0.03845
7.215,0.00397,-0.04547,-0.04669,-0.01465,-0.03769,-0.04501,0.07263,-0.01526,0.16159,-0.01282,-0.0061,-0.02304,-0.04074,-0.01923,0.01221,-0.03876
7.2155,0.00519,-0.04257,-0.04822,-0.01434,-0.03876,-0.04395,0.06653,-0.02045,0.0473,-0.01175,-0.00916,-0.0177,-0.04044,-0.02045,0.01251,-0.03784
7.216,0.00702,-0.0383,-0.05478,-0.01389,-0.0383,-0.04456,0.04669,-0.02945,-0.06363,-0.01297,-0.01205,-0.009,-0.03967,-0.01984,0.01282,-0.03662
7.2165,0.00931,-0.0383,-0.06119,-0.01373,-0.03784,-0.04547,0.0145,-0.04089,-0.14923,-0.01465,-0.01511,0.0029,-0.03922,-0.01831,0.01282,-0.03586
7.217,0.00961,-0.0415,-0.06271,-0.01282,-0.03754,-0.04654,-0.02747,-0.05783,-0.20477,-0.01495,-0.0177,0.01053,-0.03815,-0.0177,0.0119,-0.03662
7.2175,0.00626,-0.04486,-0.06195,-0.00885,-0.03815,-0.04776,-0.06454,-0.07278,-0.23071,-0.01724,-0.01831,0.0087,-0.03632,-0.01877,0.01114,-0.0386
7.218,-0.00443,-0.04669,-0.05966,-0.00534,-0.03906,-0.04822,-0.07568,-0.07538,-0.2298,-0.02075,-0.01907,0.00244,-0.0351,-0.02136,0.01053,-0.04059
7.2185,-0.01877,-0.04608,-0.05722,-0.00443,-0.03769,-0.04715,-0.06409,-0.06271,-0.21255,-0.02472,-0.02228,-0.00107,-0.03448,-0.02258,0.00977,-0.04059
