time,RectFemL,VastusMedL,VastusLatL,TibAntL,HamMedL,HamLatL,GastroMedL,GastroLatL,RectFemR,VastusMedR,VastusLatR,TibAntR,HamMedR,HamLatR,GastroMedR,GastroLatR
2.53,-0.0087,-0.03967,-0.0325,-0.01282,-0.03326,-0.04807,-0.02213,-0.00504,-0.01801,-0.02533,-0.01389,0.00137,-0.03235,-0.01709,0.00183,-0.03891
2.5305,-0.00763,-0.03983,-0.03769,-0.01175,-0.03281,-0.04791,-0.01923,-0.0029,-0.02014,-0.03525,-0.01144,-0.00046,-0.0325,-0.01694,0.00229,-0.04059
2.531,-0.00824,-0.04013,-0.04196,-0.0119,-0.03342,-0.04837,-0.01709,-0.00549,-0.0209,-0.03952,-0.01038,-0.00046,-0.03128,-0.01633,0.00473,-0.04074
2.5315,-0.00854,-0.03983,-0.04013,-0.01251,-0.03311,-0.04929,-0.0148,-0.00946,-0.02014,-0.03647,-0.00992,0.00153,-0.02975,-0.01526,0.00687,-0.04074
2.532,-0.0087,-0.03983,-0.03464,-0.01312,-0.03372,-0.04852,-0.01312,-0.00992,-0.01709,-0.03387,-0.01221,0.00366,-0.03036,-0.01495,0.00931,-0.03998
2.5325,-0.00717,-0.03983,-0.03036,-0.01358,-0.03311,-0.04807,-0.01144,-0.00748,-0.01297,-0.03525,-0.0145,0.00412,-0.03143,-0.01556,0.01007,-0.0383
2.533,-0.00397,-0.03937,-0.02823,-0.01251,-0.03265,-0.0473,-0.01038,-0.00595,-0.01053,-0.03769,-0.01663,0.00366,-0.0322,-0.01633,0.01038,-0.03723
2.5335,-0.00015,-0.03906,-0.02609,-0.01144,-0.03113,-0.04852,-0.01068,-0.00641,-0.00916,-0.04059,-0.0174,0.00366,-0.03113,-0.01709,0.01038,-0.03876
2.534,0.00122,-0.04028,-0.02472,-0.01114,-0.02991,-0.04913,-0.01465,-0.00839,-0.00977,-0.04135,-0.01511,0.00397,-0.03082,-0.01801,0.00931,-0.04013
2.5345,0.00061,-0.04211,-0.02563,-0.01221,-0.0293,-0.04807,-0.01846,-0.01068,-0.01099,-0.03967,-0.01236,0.0032,-0.03098,-0.01785,0.00946,-0.04135
2.535,-0.00107,-0.04333,-0.03021,-0.01221,-0.0296,-0.04639,-0.01755,-0.01266,-0.01266,-0.03708,-0.01205,0.00168,-0.0325,-0.01694,0.01022,-0.04196
2.5355,-0.0029,-0.04227,-0.03387,-0.01114,-0.03052,-0.04608,-0.01053,-0.01328,-0.01221,-0.0351,-0.0148,0.00076,-0.03479,-0.01648,0.0119,-0.0441
2.536,-0.00275,-0.04044,-0.03418,-0.00946,-0.03174,-0.04608,-0.00168,-0.01404,-0.01099,-0.03326,-0.0177,0.00046,-0.03494,-0.01678,0.01068,-0.04623
2.5365,-0.00092,-0.03891,-0.03159,-0.00992,-0.03235,-0.04608,0.00412,-0.0148,-0.01038,-0.03021,-0.01709,0.00168,-0.03448,-0.01678,0.00885,-0.04852
2.537,-0.00015,-0.03754,-0.03174,-0.01038,-0.0322,-0.04715,0.00717,-0.01465,-0.0116,-0.02563,-0.01572,0.0029,-0.03342,-0.01633,0.00702,-0.04669
2.5375,-0.00427,-0.0351,-0.0354,-0.00992,-0.03372,-0.0499,0.00839,-0.01328,-0.01434,-0.02121,-0.01511,0.0029,-0.03372,-0.01633,0.00778,-0.04456
2.538,-0.01358,-0.03387,-0.04028,-0.00977,-0.03479,-0.05127,0.00931,-0.01266,-0.01495,-0.01938,-0.01694,0.00275,-0.0351,-0.0174,0.00717,-0.0444
2.5385,-0.02045,-0.03296,-0.04272,-0.00916,-0.03616,-0.05173,0.00748,-0.01328,-0.01358,-0.0206,-0.01648,0.00214,-0.03601,-0.01938,0.00671,-0.04593
2.539,-0.02075,-0.03326,-0.0412,-0.00992,-0.0351,-0.05127,0.00107,-0.01389,-0.01297,-0.02151,-0.01526,0.00229,-0.03494,-0.01968,0.00824,-0.04745
2.5395,-0.01495,-0.03448,-0.03693,-0.0087,-0.03235,-0.05081,-0.00809,-0.01175,-0.01251,-0.02106,-0.01556,0.0032,-0.03387,-0.01892,0.00992,-0.04623
2.54,-0.00931,-0.03571,-0.0322,-0.00656,-0.02975,-0.04959,-0.01694,-0.00916,-0.01175,-0.01831,-0.01633,0.00336,-0.03204,-0.01755,0.0119,-0.0444
2.5405,-0.00732,-0.03662,-0.02914,-0.00504,-0.0267,-0.04807,-0.02182,-0.00641,-0.01129,-0.01694,-0.01572,0.00153,-0.03082,-0.0177,0.01129,-0.04379
2.541,-0.00641,-0.03815,-0.0293,-0.0058,-0.02625,-0.04654,-0.02441,-0.00275,-0.01099,-0.01526,-0.01312,0.00031,-0.02945,-0.0177,0.00992,-0.04349
2.5415,-0.00427,-0.03967,-0.03342,-0.00717,-0.02777,-0.0444,-0.02853,0.00153,-0.0119,-0.01358,-0.01007,-0.00137,-0.02975,-0.01831,0.00854,-0.04181
2.542,-0.00275,-0.04105,-0.03738,-0.00702,-0.02823,-0.04272,-0.03937,0.0058,-0.01373,-0.01312,-0.00946,-0.0029,-0.03174,-0.01968,0.009,-0.03983
2.5425,-0.00229,-0.0415,-0.04044,-0.00656,-0.02808,-0.04318,-0.05463,0.00763,-0.01709,-0.01373,-0.01007,-0.00351,-0.03235,-0.02151,0.01053,-0.03845
2.543,-0.00412,-0.04211,-0.04181,-0.00626,-0.02808,-0.04318,-0.06485,0.00748,-0.01953,-0.01343,-0.01083,-0.00381,-0.03189,-0.02151,0.0119,-0.03876
2.5435,-0.0058,-0.0441,-0.04211,-0.0061,-0.02838,-0.04486,-0.06088,0.00534,-0.01923,-0.01389,-0.00992,-0.00336,-0.03265,-0.02014,0.01297,-0.0383
2.544,-0.00671,-0.04669,-0.03952,-0.00565,-0.02914,-0.04623,-0.04364,0.0029,-0.01785,-0.0145,-0.00854,-0.0032,-0.03418,-0.01968,0.01282,-0.03891
2.5445,-0.0061,-0.04883,-0.03571,-0.00412,-0.02914,-0.04562,-0.02304,0.00183,-0.0177,-0.01511,-0.00732,-0.00366,-0.03571,-0.0209,0.01205,-0.03983
2.545,-0.00519,-0.0499,-0.03342,-0.00366,-0.0293,-0.04425,-0.00656,0.00366,-0.01755,-0.0148,-0.00717,-0.00397,-0.03586,-0.02167,0.00809,-0.04135
