time,RectFemL,VastusMedL,VastusLatL,TibAntL,HamMedL,HamLatL,GastroMedL,GastroLatL,RectFemR,VastusMedR,VastusLatR,TibAntR,HamMedR,HamLatR,GastroMedR,GastroLatR
7.78,-0.01617,0.00031,-0.03448,-0.01846,-0.03372,-0.05066,-0.01816,0.00183,-0.00366,-0.08148,-0.03571,0.01266,-0.0383,-0.0238,-0.0174,-0.33752
7.7805,-0.01572,-0.00229,-0.03067,0.0383,-0.00031,-0.11261,-0.0145,0.00214,-0.00519,-0.08163,-0.03265,0.0061,-0.03769,-0.02411,-0.07645,-0.33829
7.781,-0.01511,-0.0058,-0.01816,0.05142,0.02441,-0.18341,-0.00717,0.0,-0.01114,-0.08087,-0.0296,-0.00061,-0.0383,-0.02533,-0.03952,-0.33661
7.7815,-0.01663,-0.00992,-0.00076,0.0032,0.0238,-0.22827,-0.0032,-0.00168,-0.01892,-0.07965,-0.02686,-0.00351,-0.03769,-0.02518,0.08484,-0.36942
7.782,-0.01938,-0.01404,0.00565,-0.08392,0.00031,-0.23041,-0.0032,-0.00183,-0.02625,-0.0798,-0.02441,-0.00305,-0.03601,-0.02411,0.20981,-0.38422
7.7825,-0.02197,-0.02014,-0.00534,-0.15335,-0.0238,-0.20737,-0.00458,-0.00076,-0.03159,-0.07813,-0.02487,-0.00168,-0.03448,-0.02167,0.2243,-0.27084
7.783,-0.0209,-0.02762,-0.02579,-0.1593,-0.03372,-0.16922,-0.00534,-0.00122,-0.03418,-0.07141,-0.03021,0.00107,-0.03418,-0.01984,0.10742,-0.00687
7.7835,-0.01968,-0.0351,-0.04227,-0.1091,-0.03326,-0.12222,-0.00992,-0.00244,-0.03403,-0.04791,-0.04288,0.00153,-0.03387,-0.01923,-0.04303,0.27832
7.784,-0.02258,-0.04089,-0.04929,-0.05539,-0.03525,-0.07553,-0.02472,-0.00534,-0.03113,-0.00687,-0.05783,-0.00305,-0.0325,-0.01694,-0.11444,0.44128
7.7845,-0.03159,-0.04425,-0.04837,-0.05203,-0.04822,-0.047,-0.04639,-0.00778,-0.02792,0.03555,-0.06943,-0.01114,-0.03006,-0.01556,-0.08743,0.45746
