time,RectFemL,VastusMedL,VastusLatL,TibAntL,HamMedL,HamLatL,GastroMedL,GastroLatL,RectFemR,VastusMedR,VastusLatR,TibAntR,HamMedR,HamLatR,GastroMedR,GastroLatR
7.8,-0.01678,-0.08545,0.00366,-0.00717,-0.04547,-0.05219,-0.09949,0.01205,0.00229,-0.01282,-0.08591,0.00717,-0.03418,-0.02167,0.01266,-0.01678
7.8005,-0.01373,-0.0766,-0.01144,-0.00778,-0.04135,-0.05173,-0.05417,0.08575,0.00748,0.0032,-0.08408,0.0061,-0.03204,-0.02167,0.01236,-0.01709
7.801,-0.00916,-0.05936,-0.02335,-0.00824,-0.03784,-0.04974,0.00244,0.08972,0.00778,0.02151,-0.07904,0.00198,-0.03174,-0.01984,0.01282,-0.0235
7.8015,-0.0032,-0.05371,-0.03265,-0.00946,-0.03738,-0.04822,0.01877,0.0206,0.00412,0.04074,-0.06836,-0.0058,-0.03387,-0.01968,0.01282,-0.02884
7.802,0.00229,-0.07248,-0.0444,-0.01205,-0.03738,-0.04929,0.01434,-0.0621,-0.00061,0.06363,-0.05478,-0.01526,-0.03571,-0.01831,0.01266,-0.03006
7.8025,0.00275,-0.09857,-0.05569,-0.01373,-0.03891,-0.05005,0.02045,-0.09811,-0.00397,0.09415,-0.04272,-0.02426,-0.03769,-0.0177,0.01129,-0.03067
7.803,-0.00153,-0.10818,-0.06165,-0.01541,-0.03922,-0.04944,0.02258,-0.0769,-0.00748,0.12207,-0.02945,-0.03159,-0.03876,-0.01801,0.01175,-0.03662
7.8035,-0.00854,-0.0914,-0.05997,-0.01556,-0.04074,-0.04822,-0.0087,-0.03204,-0.01297,0.12222,-0.01358,-0.03708,-0.04028,-0.01816,0.01205,-0.04761
7.804,-0.01694,-0.06317,-0.05234,-0.0145,-0.04349,-0.047,-0.07095,-0.00275,-0.02014,0.08713,0.00076,-0.04227,-0.04166,-0.01846,0.01114,-0.05585
7.8045,-0.02304,-0.0415,-0.04456,-0.0119,-0.04532,-0.04852,-0.1178,-0.0032,-0.02533,0.04333,0.0058,-0.04715,-0.04074,-0.0209,0.00946,-0.05676
7.805,-0.02548,-0.02869,-0.0412,-0.00946,-0.04425,-0.05219,-0.1178,-0.02716,-0.02563,0.01816,-0.00061,-0.04898,-0.0386,-0.02075,0.00839,-0.05173
7.8055,-0.02243,-0.01984,-0.04181,-0.0087,-0.0412,-0.05493,-0.07813,-0.05615,-0.02289,0.01999,-0.01129,-0.04471,-0.03479,-0.02014,0.00824,-0.0499
7.806,-0.01892,-0.01144,-0.04547,-0.00977,-0.04013,-0.05447,-0.00488,-0.06531,-0.02121,0.03128,-0.01205,-0.03738,-0.03311,-0.02045,0.00946,-0.05188
7.8065,-0.0177,-0.0058,-0.04944,-0.01083,-0.03998,-0.05356,0.10269,-0.0351,-0.02136,0.04639,0.00488,-0.03143,-0.03326,-0.01953,0.01022,-0.05341
7.807,-0.01785,-0.00824,-0.05432,-0.01175,-0.03983,-0.05173,0.1944,0.01968,-0.02182,0.07309,0.03281,-0.02762,-0.03281,-0.01999,0.00977,-0.04623
7.8075,-0.01556,-0.02106,-0.05737,-0.01266,-0.03937,-0.05096,0.19028,0.04593,-0.01907,0.11505,0.05905,-0.02518,-0.03143,-0.02014,0.01038,-0.02884
7.808,-0.01175,-0.03784,-0.05524,-0.01343,-0.03906,-0.04959,0.09781,0.00443,-0.0148,0.15244,0.08087,-0.02335,-0.02991,-0.02075,0.01038,-0.01556
7.8085,-0.00717,-0.04639,-0.04791,-0.01373,-0.0383,-0.04974,0.01526,-0.07996,-0.01205,0.16068,0.10681,-0.02121,-0.02853,-0.01953,0.01007,-0.01968
7.809,-0.00366,-0.03754,-0.03708,-0.01251,-0.03555,-0.0502,-0.00412,-0.14252,-0.01312,0.13748,0.13702,-0.01923,-0.02777,-0.01785,0.00946,-0.03159
7.8095,-0.00137,-0.02075,-0.02319,-0.01068,-0.03143,-0.04959,-0.01099,-0.14954,-0.01343,0.10498,0.16525,-0.01984,-0.02701,-0.01633,0.00946,-0.04562
7.81,0.00061,-0.01068,-0.00656,-0.01129,-0.02884,-0.04593,-0.07172,-0.12161,-0.00809,0.08148,0.18265,-0.02441,-0.02655,-0.01648,0.01053,-0.05386
7.8105,0.00214,-0.01053,0.00793,-0.01236,-0.02716,-0.04242,-0.19394,-0.0827,0.00397,0.06027,0.18509,-0.03006,-0.02747,-0.01923,0.00992,-0.05386
7.811,0.00427,-0.01282,0.01587,-0.01358,-0.0267,-0.04074,-0.33401,-0.03754,0.01801,0.02655,0.16556,-0.03021,-0.02792,-0.01999,0.00946,-0.04898
7.8115,0.00443,-0.0116,0.01678,-0.01282,-0.02731,-0.04074,-0.44159,0.01862,0.02502,-0.01236,0.11444,-0.02289,-0.02716,-0.01968,0.00793,-0.04425
7.812,0.00259,-0.00824,0.01694,-0.01129,-0.03113,-0.04272,-0.49896,0.07919,0.01907,-0.02701,0.03021,-0.01312,-0.02655,-0.01892,0.00763,-0.04486
7.8125,0.0,-0.00793,0.02136,-0.00992,-0.03754,-0.04623,-0.51895,0.12909,0.00366,0.00336,-0.07355,-0.009,-0.02747,-0.01785,0.00839,-0.04257
7.813,-0.00168,-0.01343,0.02625,-0.00946,-0.0444,-0.05035,-0.48141,0.14771,-0.01526,0.0647,-0.16846,-0.01419,-0.02747,-0.01785,0.0087,-0.03525
7.8135,-0.00443,-0.02136,0.02686,-0.00916,-0.04929,-0.05371,-0.33859,0.11826,-0.02975,0.11932,-0.2301,-0.0235,-0.02808,-0.0174,0.00839,-0.03021
7.814,-0.00778,-0.02899,0.02258,-0.00809,-0.05188,-0.05463,-0.13443,0.05386,-0.0383,0.12772,-0.25696,-0.02914,-0.02853,-0.01526,0.00885,-0.02579
7.8145,-0.01038,-0.03616,0.01648,-0.0061,-0.05142,-0.05524,-0.00854,-0.00381,-0.0444,0.08209,-0.26566,-0.02991,-0.02991,-0.01328,0.00778,-0.02823
7.815,-0.00946,-0.04349,0.01389,-0.00473,-0.04807,-0.05585,-0.00488,-0.01617,-0.0502,0.00824,-0.26291,-0.02762,-0.02899,-0.01328,0.00885,-0.0325
7.8155,-0.00717,-0.05051,0.0148,-0.00366,-0.04257,-0.05615,-0.00061,0.02289,-0.0563,-0.05615,-0.24536,-0.02502,-0.02899,-0.01434,0.009,-0.03403
7.816,-0.00549,-0.05219,0.01587,-0.00275,-0.03876,-0.05539,0.09583,0.09003,-0.0621,-0.09018,-0.21317,-0.02304,-0.02625,-0.01495,0.00977,-0.03174
7.8165,-0.00504,-0.04715,0.01694,-0.00229,-0.03784,-0.05524,0.20142,0.14542,-0.06424,-0.10086,-0.17349,-0.02258,-0.0267,-0.01572,0.00885,-0.0293
7.817,-0.00412,-0.03922,0.01862,-0.00168,-0.03845,-0.05432,0.22171,0.15625,-0.06439,-0.10117,-0.13092,-0.02258,-0.02869,-0.01572,0.00793,-0.02457
7.8175,-0.00198,-0.03098,0.02243,-0.00336,-0.03937,-0.05417,0.21515,0.12405,-0.06241,-0.09949,-0.0882,-0.02228,-0.03021,-0.01617,0.00717,-0.02365
7.818,-0.00046,-0.02518,0.02625,-0.00488,-0.04135,-0.05524,0.27756,0.07828,-0.05829,-0.09415,-0.05325,-0.01953,-0.03174,-0.01938,0.00748,-0.02548
7.8185,0.0,-0.02167,0.02777,-0.00656,-0.04333,-0.05493,0.35858,0.0444,-0.05402,-0.08698,-0.03555,-0.01678,-0.03311,-0.02167,0.009,-0.02853
