time,RectFemL,VastusMedL,VastusLatL,TibAntL,HamMedL,HamLatL,GastroMedL,GastroLatL,RectFemR,VastusMedR,VastusLatR,TibAntR,HamMedR,HamLatR,GastroMedR,GastroLatR
6.23,-0.0502,-0.06561,-0.02472,0.03479,-0.07248,-0.07217,-0.01602,0.02609,-0.00214,0.0174,-0.00381,-0.02197,-0.02991,-0.01617,0.00427,-0.0415
6.2305,-0.0647,-0.06805,-0.03647,0.07858,-0.08102,-0.07645,-0.0119,-0.00366,-0.00214,0.0061,0.01007,-0.01221,-0.03464,-0.01465,0.00427,-0.0441
6.231,-0.07004,-0.07065,-0.05371,0.10223,-0.07095,-0.07751,-0.0087,-0.01648,-0.01404,-0.00809,0.01968,0.00076,-0.03754,-0.01389,0.00839,-0.04074
6.2315,-0.06393,-0.07553,-0.07156,0.10208,-0.04684,-0.07797,-0.00946,-0.01541,-0.03586,-0.02258,0.02396,0.00092,-0.03555,-0.01175,0.00961,-0.03586
6.232,-0.04852,-0.07874,-0.08499,0.08835,-0.01862,-0.07599,-0.01175,-0.00977,-0.05676,-0.03128,0.02441,-0.01389,-0.03082,-0.009,0.00977,-0.03387
6.2325,-0.03021,-0.08102,-0.0943,0.06592,0.00443,-0.07172,-0.01434,-0.00488,-0.05814,-0.03342,0.02151,-0.02991,-0.02914,-0.00732,0.00977,-0.03555
6.233,-0.01205,-0.08087,-0.09781,0.01343,0.02121,-0.06836,-0.01633,-0.00397,-0.0386,-0.03189,0.01862,-0.04349,-0.03265,-0.009,0.00961,-0.03815
6.2335,0.00244,-0.07767,-0.09628,-0.08514,0.03342,-0.065,-0.01556,-0.01404,-0.00992,-0.03143,0.0174,-0.06821,-0.0386,-0.01266,0.00946,-0.04059
6.234,0.01053,-0.06927,-0.08804,-0.20416,0.03967,-0.06195,-0.01083,-0.04272,0.01587,-0.03235,0.01862,-0.09735,-0.04318,-0.01678,0.00916,-0.04257
6.2345,0.01678,-0.05569,-0.07843,-0.28976,0.03418,-0.05859,-0.00809,-0.0853,0.04089,-0.03448,0.0209,-0.07645,-0.04471,-0.01938,0.00778,-0.04272
6.235,0.02625,-0.03998,-0.07385,-0.30411,0.01999,-0.05814,-0.00961,-0.12192,0.06256,-0.03464,0.02396,0.04089,-0.04501,-0.02121,0.00412,-0.04196
6.2355,0.03891,-0.02731,-0.07294,-0.23285,0.00244,-0.06088,-0.01373,-0.13809,0.06989,-0.03326,0.02319,0.19684,-0.0473,-0.02289,0.00366,-0.04395
6.236,0.04547,-0.01953,-0.0705,-0.08621,-0.01266,-0.065,-0.01587,-0.13611,0.05875,-0.03311,0.01877,0.25848,-0.0502,-0.02426,0.00259,-0.04547
6.2365,0.03983,-0.01495,-0.06348,0.0769,-0.02182,-0.06821,-0.0148,-0.1239,0.03296,-0.0322,0.01205,0.17899,-0.0528,-0.02594,0.00137,-0.04608
6.237,0.02701,-0.01038,-0.05722,0.16785,-0.02243,-0.06943,-0.01511,-0.09949,-0.00031,-0.03448,0.00595,0.05234,-0.05096,-0.02594,0.00214,-0.04471
6.2375,0.0174,-0.00351,-0.05295,0.15244,-0.01923,-0.0708,-0.01495,-0.05371,-0.0351,-0.03677,0.00214,-0.00931,-0.04562,-0.02518,0.00198,-0.04242
