time,RectFemL,VastusMedL,VastusLatL,TibAntL,HamMedL,HamLatL,GastroMedL,GastroLatL,RectFemR,VastusMedR,VastusLatR,TibAntR,HamMedR,HamLatR,GastroMedR,GastroLatR
5.1,-0.00198,-0.08194,0.02228,-0.03708,-0.02533,-0.04852,-0.0119,-0.00244,-0.01144,0.01556,-0.00992,-0.02136,-0.03143,-0.01312,0.01022,-0.0354
5.1005,-0.00168,-0.11444,0.03357,-0.04776,-0.02594,-0.04913,-0.0116,-0.00244,-0.01328,0.01587,-0.00351,-0.01404,-0.03159,-0.01251,0.01129,-0.03479
5.101,-0.00275,-0.13184,0.0264,-0.0502,-0.02686,-0.04837,-0.01022,-0.0032,-0.01617,0.01587,0.00107,0.00275,-0.03174,-0.01266,0.01038,-0.0354
5.1015,-0.00427,-0.11322,0.00946,-0.04105,-0.02747,-0.04639,-0.01038,-0.00336,-0.01892,0.01709,0.00168,0.04684,-0.03265,-0.01328,0.00824,-0.03784
5.102,-0.00519,-0.06622,-0.00977,-0.02701,-0.02914,-0.04608,-0.0119,-0.0032,-0.0209,0.01648,-0.00198,0.09323,-0.03372,-0.01495,0.0061,-0.04135
5.1025,-0.0058,-0.02075,-0.02518,-0.0148,-0.03021,-0.04654,-0.01312,-0.0032,-0.02319,0.01541,-0.009,0.103,-0.03296,-0.01724,0.00412,-0.0441
5.103,-0.00504,0.00061,-0.03754,-0.00458,-0.03159,-0.04623,-0.01312,-0.00412,-0.02594,0.01328,-0.01602,0.07446,-0.03311,-0.01785,0.00412,-0.04425
5.1035,-0.00458,0.00244,-0.04196,0.0032,-0.03159,-0.04639,-0.0119,-0.0058,-0.02731,0.0087,-0.01846,0.04211,-0.03357,-0.01846,0.00519,-0.04288
5.104,-0.00473,-0.00381,-0.03571,0.00397,-0.03159,-0.04532,-0.01144,-0.00565,-0.02701,-0.0029,-0.0206,0.03326,-0.03387,-0.01984,0.0058,-0.04257
5.1045,-0.00626,-0.00946,-0.03036,-0.00504,-0.03189,-0.04593,-0.01282,-0.00427,-0.02655,-0.02213,-0.02396,0.03906,-0.03311,-0.01968,0.00458,-0.04272
5.105,-0.00702,-0.01389,-0.03571,-0.01694,-0.03281,-0.04532,-0.01373,-0.0029,-0.02457,-0.04318,-0.02899,0.03983,-0.0322,-0.01892,0.00351,-0.04318
5.1055,-0.00885,-0.02151,-0.04929,-0.02167,-0.03387,-0.04684,-0.01312,-0.0029,-0.02243,-0.05188,-0.0325,0.02823,-0.0322,-0.01709,0.00397,-0.04349
5.106,-0.01144,-0.03052,-0.06134,-0.02014,-0.03571,-0.04776,-0.01251,-0.00336,-0.02121,-0.04379,-0.03265,0.01236,-0.03174,-0.0174,0.00381,-0.04349
5.1065,-0.01343,-0.03601,-0.06958,-0.01831,-0.03708,-0.04761,-0.01328,-0.0032,-0.02228,-0.02655,-0.0322,0.00092,-0.03128,-0.01846,0.00397,-0.04318
