time,RectFemL,VastusMedL,VastusLatL,TibAntL,HamMedL,HamLatL,GastroMedL,GastroLatL,RectFemR,VastusMedR,VastusLatR,TibAntR,HamMedR,HamLatR,GastroMedR,GastroLatR
8.08,0.0029,-0.04517,-0.03677,-0.08224,-0.01328,-0.16312,-0.01419,0.00031,-0.01999,-0.01984,-0.01663,-0.0293,-0.03326,-0.01526,-0.10254,-0.08148
8.0805,-0.00107,-0.04272,-0.03464,-0.09262,-0.01968,-0.15533,-0.01434,-0.00076,-0.01419,-0.0177,-0.01465,-0.02747,-0.03326,-0.01495,-0.0531,-0.07935
8.081,-0.00717,-0.04242,-0.03555,-0.08331,-0.02975,-0.15244,-0.01404,0.0,-0.00992,-0.01694,-0.01526,-0.02167,-0.03342,-0.01556,-0.03326,-0.0705
8.0815,-0.00977,-0.0444,-0.03845,-0.04608,-0.03784,-0.1535,-0.01236,0.00198,-0.01022,-0.01877,-0.01373,-0.0145,-0.03326,-0.0177,-0.02609,-0.06165
8.082,-0.00687,-0.04715,-0.04211,0.00336,-0.03555,-0.15244,-0.0116,0.0032,-0.01266,-0.01907,-0.01114,-0.00961,-0.0322,-0.01846,0.00961,-0.05508
8.0825,-0.00259,-0.05051,-0.04578,0.04196,-0.00992,-0.14908,-0.01282,0.00336,-0.01389,-0.01846,-0.00961,-0.01068,-0.03036,-0.01755,0.0824,-0.05371
8.083,-0.0029,-0.0531,-0.04791,0.07721,0.03754,-0.14648,-0.0145,0.00275,-0.0145,-0.01678,-0.009,-0.0174,-0.03067,-0.01724,0.1506,-0.05661
8.0835,-0.00595,-0.05112,-0.04852,0.12177,0.07858,-0.14374,-0.01511,0.00183,-0.01434,-0.01495,-0.01038,-0.02472,-0.03235,-0.0177,0.18143,-0.05905
8.084,-0.00519,-0.04379,-0.04761,0.15015,0.09094,-0.13931,-0.0148,0.00229,-0.01404,-0.01495,-0.01083,-0.02594,-0.03204,-0.01785,0.18143,-0.05203
8.0845,-0.00092,-0.03662,-0.04395,0.11002,0.07904,-0.13275,-0.01495,0.00198,-0.01526,-0.01434,-0.01038,-0.0206,-0.03006,-0.01831,0.17395,-0.03235
8.085,0.00168,-0.03326,-0.03998,-0.01312,0.07095,-0.12573,-0.01434,0.00229,-0.01633,-0.01617,-0.01068,-0.0145,-0.02838,-0.01831,0.15533,-0.01022
8.0855,-0.00031,-0.03342,-0.03738,-0.16373,0.07813,-0.11993,-0.01312,0.00275,-0.01755,-0.01678,-0.01099,-0.01465,-0.0293,-0.01892,0.12009,-0.00427
8.086,-0.00473,-0.0322,-0.03693,-0.27359,0.09552,-0.11398,-0.01175,0.00153,-0.0174,-0.0177,-0.01129,-0.01831,-0.03143,-0.01923,0.07751,-0.01801
8.0865,-0.00595,-0.02808,-0.03571,-0.32104,0.10315,-0.10788,-0.01068,-0.00107,-0.01663,-0.0174,-0.0119,-0.01831,-0.03189,-0.01846,0.03815,-0.03693
8.087,-0.00443,-0.02457,-0.0351,-0.30914,0.08804,-0.10284,-0.01129,-0.00168,-0.01541,-0.01755,-0.01144,-0.01328,-0.0322,-0.01907,0.0,-0.04593
8.0875,-0.00366,-0.0235,-0.03464,-0.22049,0.03983,-0.10178,-0.01465,-0.00031,-0.01434,-0.01785,-0.00931,-0.00763,-0.03204,-0.01968,-0.03754,-0.04623
8.088,-0.00504,-0.02487,-0.03235,-0.04944,-0.03235,-0.10406,-0.01816,0.00015,-0.01358,-0.01678,-0.00916,-0.0058,-0.0322,-0.02029,-0.05051,-0.04639
8.0885,-0.00534,-0.02579,-0.03128,0.14999,-0.0972,-0.10635,-0.01877,-0.00229,-0.01404,-0.0174,-0.00992,-0.00504,-0.03281,-0.02213,-0.01923,-0.04837
8.089,-0.00107,-0.02686,-0.03174,0.29999,-0.12878,-0.10529,-0.01709,-0.00458,-0.01495,-0.0177,-0.01251,-0.00153,-0.03311,-0.02213,0.03098,-0.04868
8.0895,0.01984,-0.02747,-0.03418,0.36377,-0.12756,-0.09933,-0.0145,-0.00473,-0.01541,-0.01923,-0.01266,0.00336,-0.03189,-0.01953,0.0528,-0.04562
8.09,0.05814,-0.03036,-0.04059,0.36118,-0.1207,-0.09171,-0.01297,-0.00214,-0.01587,-0.01801,-0.01144,0.0058,-0.03036,-0.01587,0.02808,-0.04242
8.0905,0.08911,-0.03296,-0.04959,0.3299,-0.1326,-0.08148,-0.01251,0.0,-0.01587,-0.01678,-0.01343,0.00107,-0.03067,-0.01678,-0.00595,-0.04166
8.091,0.07919,-0.03418,-0.05524,0.2887,-0.15717,-0.07126,-0.01144,0.00061,-0.01709,-0.01633,-0.01938,-0.01129,-0.03204,-0.01923,-0.01328,-0.0444
8.0915,0.02502,-0.0322,-0.05951,0.22858,-0.17029,-0.065,-0.0116,0.00015,-0.01663,-0.01602,-0.02579,-0.02289,-0.03372,-0.0206,-0.00198,-0.04379
8.092,-0.03525,-0.02838,-0.06058,0.14145,-0.15732,-0.06348,-0.01129,0.00015,-0.01602,-0.01587,-0.02563,-0.0267,-0.03433,-0.02014,-0.00122,-0.03754
8.0925,-0.06668,-0.02731,-0.05798,0.03952,-0.11887,-0.06073,-0.01221,0.00153,-0.01328,-0.01495,-0.02014,-0.02136,-0.03357,-0.01923,-0.02213,-0.02731
8.093,-0.06516,-0.02975,-0.04501,-0.04501,-0.06485,-0.05341,-0.01465,0.00458,-0.01053,-0.01587,-0.01511,-0.01312,-0.03174,-0.01785,-0.04532,-0.02228
8.0935,-0.05173,-0.03357,-0.02487,-0.08438,-0.01785,-0.0412,-0.01694,0.00671,-0.01053,-0.01709,-0.01205,-0.00809,-0.03189,-0.01724,-0.05554,-0.02472
8.094,-0.04196,-0.0351,-0.00519,-0.08026,0.00305,-0.02838,-0.01694,0.00473,-0.01175,-0.01877,-0.00854,-0.0058,-0.03174,-0.01572,-0.0592,-0.02563
