time,RectFemL,VastusMedL,VastusLatL,TibAntL,HamMedL,HamLatL,GastroMedL,GastroLatL,RectFemR,VastusMedR,VastusLatR,TibAntR,HamMedR,HamLatR,GastroMedR,GastroLatR
7.46,-0.03433,-0.09003,-0.06058,-0.00748,-0.03082,-0.05081,0.16464,0.17181,-0.03113,0.08072,0.0148,0.02792,-0.03342,-0.01648,0.00839,-0.03845
7.4605,-0.02701,-0.0882,-0.07416,-0.00748,-0.02823,-0.05096,0.0856,0.0975,-0.03494,0.06317,-0.03448,0.01984,-0.03357,-0.01984,0.00809,-0.04181
7.461,-0.01907,-0.08224,-0.07797,-0.00427,-0.02716,-0.05173,0.07019,0.02335,-0.03723,0.01724,-0.07797,0.00809,-0.0354,-0.0238,0.00763,-0.04211
7.4615,-0.00977,-0.0769,-0.08102,-0.00031,-0.0264,-0.05081,0.1236,-0.00992,-0.03967,-0.02914,-0.10818,-0.00183,-0.03754,-0.02701,0.00931,-0.04318
7.462,0.00107,-0.07263,-0.08835,0.00229,-0.02594,-0.04807,0.17029,-0.01007,-0.04578,-0.05249,-0.12726,-0.00473,-0.03845,-0.02777,0.00885,-0.04013
7.4625,0.01007,-0.06912,-0.09796,0.00244,-0.02518,-0.04547,0.15839,0.00412,-0.056,-0.05585,-0.14267,-0.00214,-0.03662,-0.02762,0.00778,-0.03937
7.463,0.01572,-0.06775,-0.10635,0.00259,-0.02441,-0.04517,0.10178,0.02594,-0.06683,-0.04791,-0.15854,-0.00046,-0.03357,-0.0264,0.00687,-0.04166
7.4635,0.01648,-0.06882,-0.11124,0.00534,-0.02304,-0.04654,0.03296,0.04471,-0.07416,-0.03784,-0.17517,-0.00336,-0.0325,-0.02441,0.00748,-0.04257
7.464,0.01495,-0.07416,-0.11444,0.00839,-0.02533,-0.0499,-0.02792,0.04166,-0.07568,-0.03159,-0.19058,-0.00336,-0.03296,-0.02289,0.00885,-0.04379
7.4645,0.01114,-0.07629,-0.11459,0.01083,-0.02625,-0.05173,-0.06866,0.00809,-0.07156,-0.03036,-0.20386,0.00671,-0.03418,-0.02213,0.009,-0.04105
7.465,0.00595,-0.06653,-0.10941,0.01099,-0.02609,-0.05188,-0.08774,-0.03586,-0.06546,-0.03098,-0.2124,0.02335,-0.03418,-0.02274,0.00763,-0.03815
7.4655,-0.00031,-0.04715,-0.10468,0.00763,-0.02808,-0.05051,-0.09979,-0.05295,-0.05844,-0.03387,-0.20905,0.03387,-0.03418,-0.02457,0.0061,-0.0351
7.466,-0.00534,-0.03036,-0.10254,0.00305,-0.03006,-0.04944,-0.12375,-0.02289,-0.05219,-0.04105,-0.18921,0.03006,-0.03403,-0.02579,0.0061,-0.03357
7.4665,-0.00854,-0.02396,-0.1001,0.00198,-0.03128,-0.04837,-0.15411,0.03296,-0.04684,-0.05341,-0.15427,0.01648,-0.03281,-0.02808,0.00626,-0.03677
7.467,-0.01328,-0.02304,-0.09552,0.00412,-0.03159,-0.04822,-0.17059,0.06256,-0.04257,-0.06409,-0.10849,0.00107,-0.03113,-0.0296,0.00626,-0.03891
7.4675,-0.01678,-0.02014,-0.09064,0.00748,-0.03403,-0.04807,-0.168,0.03983,-0.0386,-0.07095,-0.05875,-0.00748,-0.03052,-0.03113,0.00656,-0.04105
7.468,-0.01709,-0.01801,-0.08606,0.00793,-0.03738,-0.05005,-0.17258,-0.01114,-0.03464,-0.07401,-0.00839,-0.00824,-0.03067,-0.03265,0.00641,-0.03769
7.4685,-0.01373,-0.01999,-0.08316,0.00549,-0.0415,-0.05066,-0.19791,-0.05142,-0.03067,-0.07355,0.03448,-0.00656,-0.03036,-0.03357,0.00641,-0.03647
7.469,-0.00946,-0.02594,-0.07782,0.00458,-0.04318,-0.04303,-0.2121,-0.06348,-0.02655,-0.06851,0.05981,-0.00305,-0.0293,-0.03128,0.00687,-0.0412
