time,RectFemL,VastusMedL,VastusLatL,TibAntL,HamMedL,HamLatL,GastroMedL,GastroLatL,RectFemR,VastusMedR,VastusLatR,TibAntR,HamMedR,HamLatR,GastroMedR,GastroLatR
3.57,-0.00687,-0.0415,-0.03235,-0.00793,-0.04501,-0.04517,-0.0148,-0.00458,-0.01923,-0.01343,-0.00076,-0.00031,-0.02808,-0.01892,0.00427,-0.03967
3.5705,-0.0058,-0.03891,-0.03128,-0.00824,-0.04257,-0.04242,-0.01434,-0.00366,-0.02075,-0.01114,-0.00214,-0.00107,-0.02869,-0.01938,0.00122,-0.03906
3.571,-0.00473,-0.03815,-0.02853,-0.01053,-0.03799,-0.04028,-0.01328,-0.00412,-0.02121,-0.01022,-0.00336,-0.00107,-0.03143,-0.01984,-0.00031,-0.04044
3.5715,-0.00412,-0.03922,-0.02747,-0.01251,-0.02945,-0.03983,-0.01266,-0.00336,-0.0206,-0.01175,-0.00443,-0.00107,-0.03296,-0.01953,-0.00015,-0.04196
3.572,-0.0058,-0.03922,-0.02609,-0.01343,-0.02014,-0.04105,-0.01282,-0.0029,-0.0206,-0.01328,-0.00443,-0.00183,-0.03296,-0.01816,0.00259,-0.04288
3.5725,-0.00702,-0.03876,-0.02426,-0.01572,-0.02121,-0.04349,-0.01373,-0.0032,-0.02106,-0.01328,-0.00351,-0.00229,-0.03235,-0.01801,0.00549,-0.04288
3.573,-0.0087,-0.03922,-0.02396,-0.01785,-0.03677,-0.04532,-0.01404,-0.00351,-0.02151,-0.01053,-0.00214,-0.00168,-0.03311,-0.01846,0.00687,-0.04333
3.5735,-0.009,-0.04181,-0.02533,-0.01968,-0.05737,-0.04883,-0.01373,-0.00305,-0.02182,-0.00946,-0.00305,-0.00122,-0.0354,-0.01877,0.00641,-0.04501
3.574,-0.00763,-0.04517,-0.02747,-0.01816,-0.06607,-0.0499,-0.01266,-0.00122,-0.02258,-0.00977,-0.00656,-0.00122,-0.03708,-0.02014,0.00656,-0.04501
3.5745,-0.00595,-0.047,-0.02838,-0.01404,-0.05768,-0.04913,-0.01343,0.00214,-0.02289,-0.01114,-0.01022,-0.00092,-0.03723,-0.02121,0.00687,-0.04532
3.575,-0.00595,-0.0473,-0.0293,-0.01068,-0.04578,-0.04745,-0.01526,0.00595,-0.02213,-0.01266,-0.01404,-0.00137,-0.0354,-0.02167,0.00748,-0.04639
3.5755,-0.00656,-0.04623,-0.02914,-0.01022,-0.03952,-0.04715,-0.01755,0.00824,-0.01984,-0.0145,-0.01755,-0.00183,-0.0325,-0.02075,0.00671,-0.04501
3.576,-0.00656,-0.04486,-0.02777,-0.01053,-0.03677,-0.04868,-0.01968,0.00946,-0.01678,-0.01617,-0.02167,-0.00229,-0.0293,-0.0206,0.0061,-0.04471
3.5765,-0.00595,-0.04272,-0.02518,-0.009,-0.03586,-0.04868,-0.01984,0.00809,-0.01556,-0.0174,-0.0235,-0.00244,-0.02731,-0.02045,0.00717,-0.04333
3.577,-0.00504,-0.03998,-0.02228,-0.00641,-0.03342,-0.04852,-0.01968,0.00427,-0.01617,-0.01755,-0.02457,-0.00198,-0.02487,-0.02106,0.009,-0.04303
3.5775,-0.00565,-0.03952,-0.01907,-0.00504,-0.0322,-0.04868,-0.01831,-0.00046,-0.01801,-0.01907,-0.02548,-0.00122,-0.02365,-0.02182,0.00961,-0.04242
3.578,-0.00732,-0.04364,-0.01755,-0.00671,-0.0322,-0.0499,-0.01755,-0.00504,-0.01709,-0.02014,-0.0264,0.0,-0.0235,-0.02243,0.00885,-0.0415
3.5785,-0.00763,-0.04852,-0.01709,-0.00885,-0.0325,-0.04944,-0.0174,-0.00946,-0.01526,-0.01999,-0.02441,0.00107,-0.02365,-0.02243,0.00824,-0.04074
3.579,-0.00626,-0.04623,-0.02014,-0.00946,-0.02914,-0.04868,-0.01831,-0.01251,-0.01389,-0.01678,-0.02243,0.00137,-0.02594,-0.02228,0.00763,-0.04089
3.5795,-0.00214,-0.02853,-0.02136,-0.00641,-0.02396,-0.04791,-0.0177,-0.01221,-0.01251,-0.01312,-0.01709,0.00076,-0.02945,-0.02243,0.00824,-0.04089
3.58,0.00214,0.00687,-0.02533,-0.00412,-0.01663,-0.04791,-0.01602,-0.01099,-0.0119,-0.01129,-0.01144,0.00061,-0.0325,-0.02106,0.00931,-0.04135
3.5805,0.00351,0.04257,-0.0293,-0.00504,-0.01007,-0.04868,-0.01434,-0.01282,-0.01221,-0.01114,-0.00778,0.00198,-0.03418,-0.01877,0.00824,-0.0415
3.581,0.00214,0.05249,-0.03311,-0.00595,-0.00534,-0.04898,-0.01373,-0.01648,-0.01251,-0.01297,-0.00565,0.00259,-0.03494,-0.01633,0.00443,-0.04196
3.5815,-0.00076,0.02731,-0.03555,-0.00412,-0.00473,-0.04852,-0.01373,-0.02075,-0.01251,-0.01434,-0.00427,0.00198,-0.03784,-0.01633,-0.00122,-0.0415
3.582,-0.00244,-0.0177,-0.03708,-0.00061,-0.00992,-0.04654,-0.01495,-0.02319,-0.0119,-0.0145,-0.00305,0.00107,-0.03967,-0.01678,-0.00488,-0.04181
3.5825,-0.00351,-0.05966,-0.03784,0.00031,-0.01984,-0.04471,-0.01465,-0.02304,-0.01175,-0.01465,-0.00336,0.00107,-0.03723,-0.01862,-0.00793,-0.04135
3.583,-0.00397,-0.08682,-0.0386,-0.00214,-0.03265,-0.0441,-0.01373,-0.02045,-0.01266,-0.01526,-0.0058,0.00076,-0.03036,-0.01892,-0.00931,-0.0415
3.5835,-0.00565,-0.10132,-0.03891,-0.00702,-0.04364,-0.04608,-0.01328,-0.01709,-0.01419,-0.01526,-0.00809,0.00107,-0.02472,-0.01877,-0.00824,-0.0412
3.584,-0.00885,-0.10696,-0.03723,-0.01099,-0.05066,-0.05005,-0.01358,-0.01251,-0.01526,-0.01633,-0.00931,0.00153,-0.02502,-0.01816,-0.00458,-0.0415
3.5845,-0.01129,-0.10452,-0.03693,-0.01083,-0.05035,-0.05371,-0.01404,-0.00732,-0.01511,-0.01648,-0.00702,0.00153,-0.03052,-0.01709,-0.00153,-0.04272
3.585,-0.0116,-0.09521,-0.03738,-0.00854,-0.04593,-0.05661,-0.01389,0.00107,-0.01434,-0.01663,0.00626,0.00092,-0.03616,-0.01678,0.00183,-0.04364
3.5855,-0.01129,-0.08392,-0.03662,-0.00732,-0.03906,-0.05783,-0.01343,0.01053,-0.01495,-0.01572,0.03754,0.00107,-0.0412,-0.01663,0.00443,-0.04242
3.586,-0.00961,-0.07446,-0.03586,-0.01053,-0.03647,-0.056,-0.01312,0.01724,-0.01663,-0.01556,0.08209,0.00137,-0.04654,-0.01862,0.00931,-0.04044
3.5865,-0.00809,-0.06821,-0.03632,-0.0148,-0.03662,-0.05142,-0.01389,0.01587,-0.01785,-0.01556,0.11139,0.00259,-0.05188,-0.02121,0.01892,-0.03952
3.587,-0.00793,-0.06363,-0.03815,-0.01801,-0.03815,-0.04684,-0.01511,0.00778,-0.0177,-0.01587,0.09781,0.00259,-0.05707,-0.02335,0.03174,-0.04013
3.5875,-0.00946,-0.05722,-0.03906,-0.01816,-0.0383,-0.04379,-0.01526,0.00092,-0.01709,-0.01602,0.04593,0.00168,-0.06149,-0.02457,0.03769,-0.04089
3.588,-0.0119,-0.04974,-0.03937,-0.01862,-0.03754,-0.04486,-0.01419,-0.00076,-0.01648,-0.01617,-0.01221,0.00076,-0.06287,-0.02518,0.0293,-0.04166
3.5885,-0.01511,-0.04059,-0.03937,-0.01953,-0.03494,-0.04776,-0.01358,-0.00015,-0.01526,-0.01633,-0.05219,0.00061,-0.0592,-0.02518,0.00916,-0.04166
3.589,-0.01724,-0.0322,-0.03998,-0.01984,-0.03174,-0.0499,-0.01251,-0.00046,-0.01221,-0.01633,-0.07172,0.00046,-0.05127,-0.02411,-0.00885,-0.04166
3.5895,-0.01694,-0.02609,-0.0412,-0.01892,-0.02655,-0.05051,-0.0116,-0.00366,-0.00793,-0.01602,-0.07568,0.00137,-0.0415,-0.02136,-0.01602,-0.04089
3.59,-0.01572,-0.02502,-0.04288,-0.0177,-0.02243,-0.04974,-0.01053,-0.00809,-0.00427,-0.01465,-0.07339,0.00259,-0.03464,-0.01755,-0.00992,-0.04013
3.5905,-0.01465,-0.0267,-0.04456,-0.01984,-0.01907,-0.04913,-0.01129,-0.01099,-0.00381,-0.0116,-0.0676,0.0029,-0.03174,-0.0148,0.00748,-0.03906
3.591,-0.01389,-0.0296,-0.04623,-0.02106,-0.01907,-0.04852,-0.01297,-0.00977,-0.00366,-0.00931,-0.06271,0.00198,-0.03113,-0.01312,0.03052,-0.03952
3.5915,-0.01221,-0.03143,-0.04578,-0.02167,-0.02167,-0.04761,-0.01389,-0.0058,-0.0029,-0.01007,-0.05844,0.00168,-0.02975,-0.01205,0.04486,-0.04044
3.592,-0.01038,-0.03143,-0.04471,-0.02075,-0.02213,-0.04669,-0.01434,-0.00397,-0.00275,-0.01495,-0.0563,0.00092,-0.02716,-0.01007,0.04211,-0.04181
3.5925,-0.01083,-0.03021,-0.04318,-0.01923,-0.01816,-0.04654,-0.01495,-0.00626,-0.00381,-0.01862,-0.05661,0.00107,-0.02579,-0.00916,0.03036,-0.04181
3.593,-0.01175,-0.02609,-0.03967,-0.01602,-0.00977,-0.04745,-0.01602,-0.01114,-0.0058,-0.02106,-0.05814,0.00168,-0.0267,-0.01068,0.0235,-0.04211
3.5935,-0.01022,-0.01968,-0.03754,-0.01434,-0.00076,-0.05081,-0.01526,-0.01434,-0.00839,-0.02213,-0.05692,0.00122,-0.02838,-0.01236,0.02335,-0.04135
3.594,-0.00717,-0.01389,-0.03616,-0.01389,0.00519,-0.05417,-0.01434,-0.0116,-0.0119,-0.02472,-0.05295,0.00092,-0.0296,-0.01038,0.02151,-0.0415
3.5945,-0.00336,-0.01419,-0.0351,-0.01236,0.00702,-0.05615,-0.01297,-0.00473,-0.01572,-0.02747,-0.047,0.00107,-0.03006,-0.00916,0.0174,-0.0415
3.595,-0.00198,-0.01953,-0.03357,-0.01068,0.00381,-0.05615,-0.01266,0.0029,-0.01892,-0.0296,-0.03723,0.00061,-0.03006,-0.01053,0.01541,-0.04166
3.5955,-0.00168,-0.02808,-0.03082,-0.01022,-0.00305,-0.05524,-0.01404,0.0087,-0.01923,-0.02991,-0.01617,0.00015,-0.03113,-0.01526,0.01495,-0.04166
3.596,-0.00092,-0.03494,-0.02899,-0.01068,-0.01038,-0.05371,-0.01602,0.0119,-0.01892,-0.02808,0.01511,0.00061,-0.03128,-0.01968,0.01282,-0.04135
3.5965,-0.00046,-0.04044,-0.02686,-0.01083,-0.01938,-0.05203,-0.01617,0.0116,-0.01984,-0.02579,0.04456,0.0,-0.03006,-0.0235,0.00671,-0.04166
3.597,-0.00015,-0.04425,-0.02579,-0.00977,-0.03265,-0.04898,-0.01419,0.00854,-0.02274,-0.02319,0.05585,-0.00168,-0.02838,-0.0267,0.0,-0.04181
